#
#"x_pos"	"Ant2 (y_pos=-2.5)"
#---------------------------
-2.5000000000000	0.15108065307140
-1.5000000000000	0.16071711480618
-0.50000000000000	0.16159053146839
0.50000000000000	0.15217389166355
1.5000000000000	0.13722611963749
2.5000000000000	0.11841803044081
#
#"x_pos"	"Ant2 (y_pos=-1.5)"
#---------------------------
-2.5000000000000	0.20355036854744
-1.5000000000000	0.21588686108589
-0.50000000000000	0.21492740511894
0.50000000000000	0.20010460913181
1.5000000000000	0.17059108614922
2.5000000000000	0.13920302689075
#
#"x_pos"	"Ant2 (y_pos=-0.5)"
#---------------------------
-2.5000000000000	0.29804584383965
-1.5000000000000	0.31168308854103
-0.50000000000000	0.28181263804436
0.50000000000000	0.25087472796440
1.5000000000000	0.20425584912300
2.5000000000000	0.15743196010590
#
#"x_pos"	"Ant2 (y_pos=0.5)"
#--------------------------
-2.5000000000000	0.47292476892471
-1.5000000000000	0.53866827487946
-0.50000000000000	0.37356349825859
0.50000000000000	0.27870270609856
1.5000000000000	0.21763476729393
2.5000000000000	0.16533401608467
#
#"x_pos"	"Ant2 (y_pos=1.5)"
#--------------------------
-2.5000000000000	0.68479198217392
-1.5000000000000	0.84087991714478
-0.50000000000000	0.48428833484650
0.50000000000000	0.29300051927567
1.5000000000000	0.21150401234627
2.5000000000000	0.16087205708027
#
#"x_pos"	"Ant2 (y_pos=2.5)"
#--------------------------
-2.5000000000000	0.61473268270493
-1.5000000000000	0.60080099105835
-0.50000000000000	0.41428545117378
0.50000000000000	0.27551415562630
1.5000000000000	0.19752548635006
2.5000000000000	0.15027247369289
2.5000000000000	0.15027247369289
