#
#"x_pos"	"Ant3 (y_pos=-3)"
#-------------------------
-3.0000000000000	0.12064849585295
-2.0000000000000	0.12698674201965
-1.0000000000000	0.13165880739689
0.0000000000000	0.13059948384762
1.0000000000000	0.12105535715818
2.0000000000000	0.10763341933489
3.0000000000000	0.096290998160839
#
#"x_pos"	"Ant3 (y_pos=-2)"
#-------------------------
-3.0000000000000	0.12634840607643
-2.0000000000000	0.13538694381714
-1.0000000000000	0.14428523182869
0.0000000000000	0.14676465094090
1.0000000000000	0.13377287983894
2.0000000000000	0.11638368666172
3.0000000000000	0.10090447962284
#
#"x_pos"	"Ant3 (y_pos=-1)"
#-------------------------
-3.0000000000000	0.13008822500706
-2.0000000000000	0.14423643052578
-1.0000000000000	0.16423700749874
0.0000000000000	0.18020129203796
1.0000000000000	0.15416632592678
2.0000000000000	0.12637878954411
3.0000000000000	0.10605771839619
#
#"x_pos"	"Ant3 (y_pos=0)"
#------------------------
-3.0000000000000	0.12766553461552
-2.0000000000000	0.14328160881996
-1.0000000000000	0.17064546048641
0.0000000000000	0.23298718035221
1.0000000000000	0.16249795258045
2.0000000000000	0.12797488272190
3.0000000000000	0.10730129480362
#
#"x_pos"	"Ant3 (y_pos=1)"
#------------------------
-3.0000000000000	0.11788640916348
-2.0000000000000	0.13063348829746
-1.0000000000000	0.14754344522953
0.0000000000000	0.15655674040318
1.0000000000000	0.14151547849178
2.0000000000000	0.11888869106770
3.0000000000000	0.10153168439865
#
#"x_pos"	"Ant3 (y_pos=2)"
#------------------------
-3.0000000000000	0.10428585112095
-2.0000000000000	0.11368627846241
-1.0000000000000	0.12240554392338
0.0000000000000	0.12461035698652
1.0000000000000	0.11754415929317
2.0000000000000	0.10453855246305
3.0000000000000	0.091784164309502
#
#"x_pos"	"Ant3 (y_pos=3)"
#------------------------
-3.0000000000000	0.094799034297466
-2.0000000000000	0.10018582642078
-1.0000000000000	0.10466419160366
0.0000000000000	0.10490059107542
1.0000000000000	0.10121386498213
2.0000000000000	0.092765465378761
3.0000000000000	0.084126070141792
3.0000000000000	0.084126070141792
