#
#"x"	"Potential (Es)_0D (y=0)"
#-----------------------------
9.0000000000000	12.608856201172
12.000000000000	9.8807077407837
15.000000000000	8.7877883911133
18.000000000000	8.1572790145874
21.000000000000	7.7410101890564
24.000000000000	7.4339199066162
27.000000000000	7.1890354156494
30.000000000000	6.9628486633301
33.000000000000	6.6812005043030
36.000000000000	4.6629972457886
#
#"x"	"Potential (Es)_0D (y=0.2)"
#-------------------------------
9.0000000000000	12.898527145386
12.000000000000	9.9812393188477
15.000000000000	8.8187170028687
18.000000000000	8.1462392807007
21.000000000000	7.7001519203186
24.000000000000	7.3728361129761
27.000000000000	7.1088104248047
30.000000000000	6.8677697181702
33.000000000000	6.5708775520325
36.000000000000	4.6512770652771
#
#"x"	"Potential (Es)_0D (y=0.4)"
#-------------------------------
9.0000000000000	13.489167213440
12.000000000000	10.211130142212
15.000000000000	8.8884668350220
18.000000000000	8.1237316131592
21.000000000000	7.6149897575378
24.000000000000	7.2471213340759
27.000000000000	6.9487533569336
30.000000000000	6.6729378700256
33.000000000000	6.3349609375000
36.000000000000	4.6165537834167
#
#"x"	"Potential (Es)_0D (y=0.6)"
#-------------------------------
9.0000000000000	14.071037292480
12.000000000000	10.443558692932
15.000000000000	8.9568843841553
18.000000000000	8.0997686386108
21.000000000000	7.5287165641785
24.000000000000	7.1110816001892
27.000000000000	6.7748112678528
30.000000000000	6.4721150398254
33.000000000000	6.0880775451660
36.000000000000	4.5730624198914
#
#"x"	"Potential (Es)_0D (y=0.8)"
#-------------------------------
9.0000000000000	14.547148704529
12.000000000000	10.646185874939
15.000000000000	9.0193862915039
18.000000000000	8.0788965225220
21.000000000000	7.4532613754272
24.000000000000	6.9940800666809
27.000000000000	6.6281328201294
30.000000000000	6.2892723083496
33.000000000000	5.8730092048645
36.000000000000	4.5185289382935
#
#"x"	"Potential (Es)_0D (y=1)"
#-----------------------------
9.0000000000000	14.911710739136
12.000000000000	10.811319351196
15.000000000000	9.0694065093994
18.000000000000	8.0585031509399
21.000000000000	7.3855123519897
24.000000000000	6.8937063217163
27.000000000000	6.4975886344910
30.000000000000	6.1311869621277
33.000000000000	5.6942048072815
36.000000000000	4.4675736427307
#
#"x"	"Potential (Es)_0D (y=1.2)"
#-------------------------------
9.0000000000000	15.183449745178
12.000000000000	10.949767112732
15.000000000000	9.1080293655396
18.000000000000	8.0390768051147
21.000000000000	7.3274517059326
24.000000000000	6.8021736145020
27.000000000000	6.3817677497864
30.000000000000	6.0018258094788
33.000000000000	5.5327305793762
36.000000000000	4.4111695289612
#
