#
#"x_pos"	"Body (y_pos=-3)"
#-------------------------
-3.0000000000000	0.14877177774906
-2.0000000000000	0.17488777637482
-1.0000000000000	0.19541531801224
0.0000000000000	0.20242327451706
1.0000000000000	0.19502261281013
2.0000000000000	0.17520755529404
3.0000000000000	0.14847029745579
#
#"x_pos"	"Body (y_pos=-2)"
#-------------------------
-3.0000000000000	0.17907178401947
-2.0000000000000	0.23801867663860
-1.0000000000000	0.27003189921379
0.0000000000000	0.29214340448380
1.0000000000000	0.27004426717758
2.0000000000000	0.23738314211369
3.0000000000000	0.17860664427280
#
#"x_pos"	"Body (y_pos=-1)"
#-------------------------
-3.0000000000000	0.20738667249680
-2.0000000000000	0.28549811244011
-1.0000000000000	0.39823070168495
1.0000000000000	0.39842280745506
2.0000000000000	0.28570529818535
3.0000000000000	0.20730449259281
#
#"x_pos"	"Body (y_pos=0)"
#------------------------
-3.0000000000000	0.22096493840218
-2.0000000000000	0.31843119859695
2.0000000000000	0.31800964474678
3.0000000000000	0.22025826573372
#
#"x_pos"	"Body (y_pos=1)"
#------------------------
-3.0000000000000	0.20796555280685
-2.0000000000000	0.28733631968498
-1.0000000000000	0.40308710932732
1.0000000000000	0.40309804677963
2.0000000000000	0.28713911771774
3.0000000000000	0.20798347890377
#
#"x_pos"	"Body (y_pos=2)"
#------------------------
-3.0000000000000	0.18031747639179
-2.0000000000000	0.24183256924152
-1.0000000000000	0.27459958195686
0.0000000000000	0.29929447174072
1.0000000000000	0.27474734187126
2.0000000000000	0.24207738041878
3.0000000000000	0.18023489415646
#
#"x_pos"	"Body (y_pos=3)"
#------------------------
-3.0000000000000	0.14942367374897
-2.0000000000000	0.17608371376991
-1.0000000000000	0.19753085076809
0.0000000000000	0.20498825609684
1.0000000000000	0.19691331684589
2.0000000000000	0.17629203200340
3.0000000000000	0.15017710626125
3.0000000000000	0.15017710626125
