#
#"x"	"Potential (Es)_0D_1 (y=0)"
#-------------------------------
8.0000000000000	12.368582725525
9.0000000000000	17.805831909180
#
#"x"	"Potential (Es)_0D_1 (y=1)"
#-------------------------------
8.0000000000000	12.107712745667
9.0000000000000	16.847955703735
#
#"x"	"Potential (Es)_0D_1 (y=2)"
#-------------------------------
8.0000000000000	11.665504455566
9.0000000000000	15.130987167358
#
#"x"	"Potential (Es)_0D_1 (y=3)"
#-------------------------------
7.0000000000000	8.9166135787964
8.0000000000000	11.287804603577
9.0000000000000	13.689162254333
#
#"x"	"Potential (Es)_0D_1 (y=4)"
#-------------------------------
7.0000000000000	9.3655004501343
8.0000000000000	10.942575454712
9.0000000000000	12.618033409119
#
#"x"	"Potential (Es)_0D_1 (y=5)"
#-------------------------------
6.0000000000000	8.6515054702759
7.0000000000000	9.5025129318237
8.0000000000000	10.596184730530
9.0000000000000	11.783514976501
#
#"x"	"Potential (Es)_0D_1 (y=6)"
#-------------------------------
5.0000000000000	8.4178142547607
6.0000000000000	8.8064279556274
7.0000000000000	9.4270248413086
8.0000000000000	10.220306396484
9.0000000000000	11.093589782715
#
#"x"	"Potential (Es)_0D_1 (y=7)"
#-------------------------------
3.0000000000000	8.2270746231079
4.0000000000000	8.2361984252930
5.0000000000000	8.4008607864380
6.0000000000000	8.7367639541626
7.0000000000000	9.2227096557617
8.0000000000000	9.8214654922485
9.0000000000000	10.485999107361
#
#"x"	"Potential (Es)_0D_1 (y=8)"
#-------------------------------
0.0000000000000	7.8108801841736
1.0000000000000	7.8509216308594
2.0000000000000	7.8826665878296
3.0000000000000	7.9293813705444
4.0000000000000	8.0383806228638
5.0000000000000	8.2348642349243
6.0000000000000	8.5375795364380
7.0000000000000	8.9374876022339
8.0000000000000	9.4120063781738
9.0000000000000	9.9312515258789
#
#"x"	"Potential (Es)_0D_1 (y=9)"
#-------------------------------
0.0000000000000	7.1776156425476
1.0000000000000	7.2987961769104
2.0000000000000	7.4461483955383
3.0000000000000	7.5940780639648
4.0000000000000	7.7672357559204
5.0000000000000	7.9879913330078
6.0000000000000	8.2691545486450
7.0000000000000	8.6095209121704
8.0000000000000	8.9984731674194
