#
#"x"	"Potential (Es)_0D (y=0)"
#-----------------------------
8.0000000000000	18.271793365479
9.0000000000000	15.657481193542
#
#"x"	"Potential (Es)_0D (y=1)"
#-----------------------------
8.0000000000000	18.176580429077
9.0000000000000	15.688328742981
#
#"x"	"Potential (Es)_0D (y=2)"
#-----------------------------
8.0000000000000	17.845094680786
9.0000000000000	15.622480392456
#
#"x"	"Potential (Es)_0D (y=3)"
#-----------------------------
7.0000000000000	19.599630355835
8.0000000000000	17.271039962769
9.0000000000000	15.328340530396
#
#"x"	"Potential (Es)_0D (y=4)"
#-----------------------------
7.0000000000000	18.478929519653
8.0000000000000	16.519102096558
9.0000000000000	14.842656135559
#
#"x"	"Potential (Es)_0D (y=5)"
#-----------------------------
6.0000000000000	19.123533248901
7.0000000000000	17.288394927979
8.0000000000000	15.659700393677
9.0000000000000	14.229986190796
#
#"x"	"Potential (Es)_0D (y=6)"
#-----------------------------
5.0000000000000	19.123947143555
6.0000000000000	17.555850982666
7.0000000000000	16.089939117432
8.0000000000000	14.749161720276
9.0000000000000	13.545882225037
#
#"x"	"Potential (Es)_0D (y=7)"
#-----------------------------
3.0000000000000	19.595651626587
4.0000000000000	18.478639602661
5.0000000000000	17.288053512573
6.0000000000000	16.089996337891
7.0000000000000	14.930842399597
8.0000000000000	13.838658332825
9.0000000000000	12.831894874573
#
#"x"	"Potential (Es)_0D (y=8)"
#-----------------------------
0.0000000000000	18.271753311157
1.0000000000000	18.177625656128
2.0000000000000	17.844942092896
3.0000000000000	17.270757675171
4.0000000000000	16.517946243286
5.0000000000000	15.657442092896
6.0000000000000	14.750900268555
7.0000000000000	13.837952613831
8.0000000000000	12.955383300781
9.0000000000000	12.116301536560
#
#"x"	"Potential (Es)_0D (y=9)"
#-----------------------------
0.0000000000000	15.659333229065
1.0000000000000	15.688457489014
2.0000000000000	15.619994163513
3.0000000000000	15.326237678528
4.0000000000000	14.842066764832
5.0000000000000	14.229897499084
6.0000000000000	13.546219825745
7.0000000000000	12.831513404846
8.0000000000000	12.116309165955
