#
#"x"	"Potential (Es)_0D (y=9)"
#-----------------------------
0.0000000000000	15.595989227295
0.20000000000000	15.599245071411
0.40000000000000	15.611683845520
0.60000000000000	15.630458831787
0.80000000000000	15.650792121887
1.0000000000000	15.671436309814
1.2000000000000	15.683104515076
1.4000000000000	15.688969612122
1.6000000000000	15.687133789062
1.8000000000000	15.675459861755
2.0000000000000	15.650055885315
2.2000000000000	15.616425514221
2.4000000000000	15.572554588318
2.6000000000000	15.515851974487
2.8000000000000	15.449565887451
3.0000000000000	15.377103805542
#
#"x"	"Potential (Es)_0D (y=12)"
#------------------------------
0.0000000000000	11.218769073486
0.20000000000000	11.224091529846
0.40000000000000	11.234908103943
0.60000000000000	11.252862930298
0.80000000000000	11.273505210876
1.0000000000000	11.299147605896
1.2000000000000	11.323577880859
1.4000000000000	11.350360870361
1.6000000000000	11.370191574097
1.8000000000000	11.389443397522
2.0000000000000	11.404030799866
2.2000000000000	11.412537574768
2.4000000000000	11.417248725891
2.6000000000000	11.415886878967
2.8000000000000	11.410703659058
3.0000000000000	11.397864341736
#
#"x"	"Potential (Es)_0D (y=15)"
#------------------------------
0.0000000000000	9.1856660842896
0.20000000000000	9.1878890991211
0.40000000000000	9.1894025802612
0.60000000000000	9.1930475234985
0.80000000000000	9.2018575668335
1.0000000000000	9.2078399658203
1.2000000000000	9.2132730484009
1.4000000000000	9.2189598083496
1.6000000000000	9.2218179702759
1.8000000000000	9.2254953384399
2.0000000000000	9.2267417907715
2.2000000000000	9.2265138626099
2.4000000000000	9.2214498519897
2.6000000000000	9.2169179916382
2.8000000000000	9.2086610794067
3.0000000000000	9.1990747451782
#
#"x"	"Potential (Es)_0D (y=18)"
#------------------------------
0.0000000000000	7.9919576644897
0.20000000000000	7.9900321960449
0.40000000000000	7.9882693290710
0.60000000000000	7.9835939407349
0.80000000000000	7.9777917861938
1.0000000000000	7.9701900482178
1.2000000000000	7.9615240097046
1.4000000000000	7.9514245986938
1.6000000000000	7.9406890869141
1.8000000000000	7.9287500381470
2.0000000000000	7.9156312942505
2.2000000000000	7.9006357192993
2.4000000000000	7.8874621391296
2.6000000000000	7.8716421127319
2.8000000000000	7.8553838729858
3.0000000000000	7.8394842147827
#
#"x"	"Potential (Es)_0D (y=21)"
#------------------------------
0.0000000000000	7.1931295394897
0.20000000000000	7.1901583671570
0.40000000000000	7.1840214729309
0.60000000000000	7.1723680496216
0.80000000000000	7.1581501960754
1.0000000000000	7.1399784088135
1.2000000000000	7.1206498146057
1.4000000000000	7.0992498397827
1.6000000000000	7.0775308609009
1.8000000000000	7.0540165901184
2.0000000000000	7.0299940109253
2.2000000000000	7.0061612129211
2.4000000000000	6.9823622703552
2.6000000000000	6.9570002555847
2.8000000000000	6.9333801269531
3.0000000000000	6.9090189933777
#
#"x"	"Potential (Es)_0D (y=24)"
#------------------------------
0.0000000000000	6.6065139770508
0.20000000000000	6.6034154891968
0.40000000000000	6.5926370620728
0.60000000000000	6.5770215988159
0.80000000000000	6.5551447868347
1.0000000000000	6.5303115844727
1.2000000000000	6.5031433105469
1.4000000000000	6.4715280532837
1.6000000000000	6.4411387443542
1.8000000000000	6.4088363647461
2.0000000000000	6.3766283988953
2.2000000000000	6.3439831733704
2.4000000000000	6.3119034767151
2.6000000000000	6.2794804573059
2.8000000000000	6.2494988441467
3.0000000000000	6.2181768417358
#
#"x"	"Potential (Es)_0D (y=27)"
#------------------------------
0.0000000000000	6.1343226432800
0.20000000000000	6.1296882629395
0.40000000000000	6.1179604530334
0.60000000000000	6.0968403816223
0.80000000000000	6.0696482658386
1.0000000000000	6.0408902168274
1.2000000000000	6.0049519538879
1.4000000000000	5.9670495986938
1.6000000000000	5.9297866821289
