#
#"x_pos"	"Ant3 (y_pos=-3)"
#-------------------------
-3.0000000000000	0.34461861848831
-2.0000000000000	0.39991542696953
-1.0000000000000	0.35196396708488
0.0000000000000	0.27387753129005
1.0000000000000	0.21149358153343
2.0000000000000	0.16556666791439
3.0000000000000	0.13444256782532
#
#"x_pos"	"Ant3 (y_pos=-2)"
#-------------------------
-3.0000000000000	0.43059301376343
-2.0000000000000	0.56747645139694
-1.0000000000000	0.46677589416504
0.0000000000000	0.32071873545647
1.0000000000000	0.23696701228619
2.0000000000000	0.18593446910381
3.0000000000000	0.14590299129486
#
#"x_pos"	"Ant3 (y_pos=-1)"
#-------------------------
-3.0000000000000	0.39147195219994
-2.0000000000000	0.50840765237808
-1.0000000000000	0.44278985261917
0.0000000000000	0.31125074625015
1.0000000000000	0.26410990953445
2.0000000000000	0.21513597667217
3.0000000000000	0.16259458661079
#
#"x_pos"	"Ant3 (y_pos=0)"
#------------------------
-3.0000000000000	0.30053177475929
-2.0000000000000	0.34350234270096
-1.0000000000000	0.31346052885056
1.0000000000000	0.28882598876953
2.0000000000000	0.24915084242821
3.0000000000000	0.17016196250916
#
#"x_pos"	"Ant3 (y_pos=1)"
#------------------------
-3.0000000000000	0.22296896576881
-2.0000000000000	0.24773004651070
-1.0000000000000	0.26101997494698
0.0000000000000	0.27841567993164
1.0000000000000	0.24505850672722
2.0000000000000	0.20317979156971
3.0000000000000	0.15481555461884
#
#"x_pos"	"Ant3 (y_pos=2)"
#------------------------
-3.0000000000000	0.16893070936203
-2.0000000000000	0.18520091474056
-1.0000000000000	0.19650210440159
0.0000000000000	0.19810460507870
1.0000000000000	0.18328021466732
2.0000000000000	0.15908554196358
3.0000000000000	0.12926043570042
#
#"x_pos"	"Ant3 (y_pos=3)"
#------------------------
-3.0000000000000	0.13470029830933
-2.0000000000000	0.14363761246204
-1.0000000000000	0.15206579864025
0.0000000000000	0.15083102881908
1.0000000000000	0.14312840998173
2.0000000000000	0.12796294689178
3.0000000000000	0.11110287904739
3.0000000000000	0.11110287904739
