#
#"x_pos"	"Ant2 (y_pos=-3)"
#-------------------------
-3.0000000000000	0.12809382379055
-2.0000000000000	0.13518762588501
-1.0000000000000	0.13916958868504
0.0000000000000	0.13627518713474
1.0000000000000	0.12563778460026
2.0000000000000	0.11312083154917
3.0000000000000	0.099340803921223
#
#"x_pos"	"Ant2 (y_pos=-2)"
#-------------------------
-3.0000000000000	0.16273768246174
-2.0000000000000	0.17446208000183
-1.0000000000000	0.17781879007816
0.0000000000000	0.16938389837742
1.0000000000000	0.15404547750950
2.0000000000000	0.13443233072758
3.0000000000000	0.11191292107105
#
#"x_pos"	"Ant2 (y_pos=-1)"
#-------------------------
-3.0000000000000	0.21822403371334
-2.0000000000000	0.23768894374371
-1.0000000000000	0.23769421875477
0.0000000000000	0.21907031536102
1.0000000000000	0.18959830701351
2.0000000000000	0.15593609213829
3.0000000000000	0.12725962698460
#
#"x_pos"	"Ant2 (y_pos=0)"
#------------------------
-3.0000000000000	0.29567268490791
-2.0000000000000	0.34704953432083
-1.0000000000000	0.32728126645088
0.0000000000000	0.26936534047127
1.0000000000000	0.22046974301338
2.0000000000000	0.17356564104557
3.0000000000000	0.13647411763668
#
#"x_pos"	"Ant2 (y_pos=1)"
#------------------------
-3.0000000000000	0.39151883125305
-2.0000000000000	0.50198322534561
-1.0000000000000	0.45144480466843
0.0000000000000	0.31467983126640
1.0000000000000	0.23176835477352
2.0000000000000	0.17719402909279
3.0000000000000	0.13852265477180
#
#"x_pos"	"Ant2 (y_pos=2)"
#------------------------
-3.0000000000000	0.43145972490311
-2.0000000000000	0.55638271570206
-1.0000000000000	0.46493726968765
0.0000000000000	0.32109409570694
1.0000000000000	0.22511909902096
2.0000000000000	0.17098392546177
3.0000000000000	0.13252411782742
#
#"x_pos"	"Ant2 (y_pos=3)"
#------------------------
-3.0000000000000	0.34579917788506
-2.0000000000000	0.40389776229858
-1.0000000000000	0.35537627339363
0.0000000000000	0.27524092793465
1.0000000000000	0.20482181012630
2.0000000000000	0.16012731194496
3.0000000000000	0.12646673619747
3.0000000000000	0.12646673619747
