#
#"x_pos"	"Ant1 (y_pos=-2.5)"
#---------------------------
-2.5000000000000	0.12100857496262
-1.5000000000000	0.14076265692711
-0.50000000000000	0.15542684495449
0.50000000000000	0.15914522111416
1.5000000000000	0.15213629603386
2.5000000000000	0.13829374313354
#
#"x_pos"	"Ant1 (y_pos=-1.5)"
#---------------------------
-2.5000000000000	0.14692188799381
-1.5000000000000	0.17561115324497
-0.50000000000000	0.20290133357048
0.50000000000000	0.20870712399483
1.5000000000000	0.19030222296715
2.5000000000000	0.17040334641933
#
#"x_pos"	"Ant1 (y_pos=-0.5)"
#---------------------------
-2.5000000000000	0.17203678190708
-1.5000000000000	0.21552656590939
-0.50000000000000	0.29283383488655
0.50000000000000	0.29559919238091
1.5000000000000	0.23533084988594
2.5000000000000	0.20929157733917
#
#"x_pos"	"Ant1 (y_pos=0.5)"
#--------------------------
-2.5000000000000	0.17634354531765
-1.5000000000000	0.22266300022602
-0.50000000000000	0.29967090487480
0.50000000000000	0.29895982146263
1.5000000000000	0.26446336507797
2.5000000000000	0.24155242741108
#
#"x_pos"	"Ant1 (y_pos=1.5)"
#--------------------------
-2.5000000000000	0.16013312339783
-1.5000000000000	0.19616176187992
-0.50000000000000	0.23589347302914
0.50000000000000	0.26283627748489
1.5000000000000	0.27229902148247
2.5000000000000	0.25737571716309
#
#"x_pos"	"Ant1 (y_pos=2.5)"
#--------------------------
-2.5000000000000	0.14183929562569
-1.5000000000000	0.17164579033852
-0.50000000000000	0.20523522794247
0.50000000000000	0.23457683622837
1.5000000000000	0.25330570340157
2.5000000000000	0.24263022840023
2.5000000000000	0.24263022840023
