#
#"x_pos"	"Ant4 (y_pos=-3)"
#-------------------------
-3.0000000000000	0.072610683739185
-2.0000000000000	0.079706542193890
-1.0000000000000	0.086018867790699
0.0000000000000	0.089781865477562
1.0000000000000	0.090207591652870
2.0000000000000	0.088488407433033
3.0000000000000	0.083798035979271
#
#"x_pos"	"Ant4 (y_pos=-2)"
#-------------------------
-3.0000000000000	0.074330933392048
-2.0000000000000	0.083625309169292
-1.0000000000000	0.091789297759533
0.0000000000000	0.097176700830460
1.0000000000000	0.096647799015045
2.0000000000000	0.091185338795185
3.0000000000000	0.085736408829689
#
#"x_pos"	"Ant4 (y_pos=-1)"
#-------------------------
-3.0000000000000	0.078538388013840
-2.0000000000000	0.087842412292957
-1.0000000000000	0.099567957222462
0.0000000000000	0.10771023482084
1.0000000000000	0.10412687808275
2.0000000000000	0.095717079937458
3.0000000000000	0.088387064635754
#
#"x_pos"	"Ant4 (y_pos=0)"
#------------------------
-3.0000000000000	0.076992101967335
-2.0000000000000	0.089814789593220
-1.0000000000000	0.10318107903004
0.0000000000000	0.11577475816011
1.0000000000000	0.10685288161039
2.0000000000000	0.096963271498680
3.0000000000000	0.087377317249775
#
#"x_pos"	"Ant4 (y_pos=1)"
#------------------------
-3.0000000000000	0.074110321700573
-2.0000000000000	0.083936661481857
-1.0000000000000	0.095277063548565
0.0000000000000	0.10267899930477
1.0000000000000	0.098725408315659
2.0000000000000	0.091171808540821
3.0000000000000	0.084107041358948
#
#"x_pos"	"Ant4 (y_pos=2)"
#------------------------
-3.0000000000000	0.069336831569672
-2.0000000000000	0.076531492173672
-1.0000000000000	0.083567507565022
0.0000000000000	0.087844133377075
1.0000000000000	0.087368734180927
2.0000000000000	0.081824921071529
3.0000000000000	0.076734125614166
#
#"x_pos"	"Ant4 (y_pos=3)"
#------------------------
-3.0000000000000	0.065482594072819
-2.0000000000000	0.070801429450512
-1.0000000000000	0.075582630932331
0.0000000000000	0.079137936234474
1.0000000000000	0.077815063297749
2.0000000000000	0.075894229114056
3.0000000000000	0.072119228541851
3.0000000000000	0.072119228541851
