#
#"x_pos"	"Body (y_pos=-3)"
#-------------------------
-3.0000000000000	0.088153354823589
-2.0000000000000	0.096956998109818
-1.0000000000000	0.10380636900663
0.0000000000000	0.10639321058989
1.0000000000000	0.10373297333717
2.0000000000000	0.097846098244190
3.0000000000000	0.088647991418839
#
#"x_pos"	"Body (y_pos=-2)"
#-------------------------
-3.0000000000000	0.094367973506451
-2.0000000000000	0.10702838748693
-1.0000000000000	0.11746391654015
0.0000000000000	0.12270844727755
1.0000000000000	0.11812175810337
2.0000000000000	0.10633128136396
3.0000000000000	0.094819538295269
#
#"x_pos"	"Body (y_pos=-1)"
#-------------------------
-3.0000000000000	0.10298564285040
-2.0000000000000	0.11698461323977
-1.0000000000000	0.13394477963448
0.0000000000000	0.14426682889462
1.0000000000000	0.13446381688118
2.0000000000000	0.11701809614897
3.0000000000000	0.10185025632381
#
#"x_pos"	"Body (y_pos=0)"
#------------------------
-3.0000000000000	0.10311735421419
-2.0000000000000	0.12259648740292
-1.0000000000000	0.14310070872307
0.0000000000000	0.16126750409603
1.0000000000000	0.14288634061813
2.0000000000000	0.12239234149456
3.0000000000000	0.10380912572145
#
#"x_pos"	"Body (y_pos=1)"
#------------------------
-3.0000000000000	0.10026169568300
-2.0000000000000	0.11544617265463
-1.0000000000000	0.13234226405621
0.0000000000000	0.14215563237667
1.0000000000000	0.13243640959263
2.0000000000000	0.11656456440687
3.0000000000000	0.10177516937256
#
#"x_pos"	"Body (y_pos=2)"
#------------------------
-3.0000000000000	0.093816213309765
-2.0000000000000	0.10478240996599
-1.0000000000000	0.11475106328726
0.0000000000000	0.11958024650812
1.0000000000000	0.11602949351072
2.0000000000000	0.10458186268806
3.0000000000000	0.093546286225319
#
#"x_pos"	"Body (y_pos=3)"
#------------------------
-3.0000000000000	0.087349146604538
-2.0000000000000	0.095371402800083
-1.0000000000000	0.10168083012104
0.0000000000000	0.10537182539701
1.0000000000000	0.10146453976631
2.0000000000000	0.095959968864918
3.0000000000000	0.087559700012207
3.0000000000000	0.087559700012207
