#
#"x_pos"	"Ant1 (y_pos=-2.75)"
#----------------------------
-2.7500000000000	0.11275059729815
-2.2500000000000	0.12280948460102
-1.7500000000000	0.12941674888134
-1.2500000000000	0.13754914700985
-0.75000000000000	0.14510142803192
-0.25000000000000	0.15039163827896
0.25000000000000	0.15291596949100
0.75000000000000	0.15514941513538
1.2500000000000	0.15424437820911
1.7500000000000	0.15098479390144
2.2500000000000	0.14785017073154
2.7500000000000	0.14419604837894
#
#"x_pos"	"Ant1 (y_pos=-2.25)"
#----------------------------
-2.7500000000000	0.12243954837322
-2.2500000000000	0.13509701192379
-1.7500000000000	0.14460963010788
-1.2500000000000	0.15427421033382
-0.75000000000000	0.16359411180019
-0.25000000000000	0.16987039148808
0.25000000000000	0.17562527954578
0.75000000000000	0.17727039754391
1.2500000000000	0.17626820504665
1.7500000000000	0.17181165516376
2.2500000000000	0.16941060125828
2.7500000000000	0.16140703856945
#
#"x_pos"	"Ant1 (y_pos=-1.75)"
#----------------------------
-2.7500000000000	0.13274098932743
-2.2500000000000	0.14812877774239
-1.7500000000000	0.16308167576790
-1.2500000000000	0.17650271952152
-0.75000000000000	0.18914173543453
-0.25000000000000	0.20066882669926
0.25000000000000	0.20655634999275
0.75000000000000	0.20697578787804
1.2500000000000	0.20535147190094
1.7500000000000	0.20192120969296
2.2500000000000	0.19597961008549
2.7500000000000	0.18736204504967
#
#"x_pos"	"Ant1 (y_pos=-1.25)"
#----------------------------
-2.7500000000000	0.14326310157776
-2.2500000000000	0.16526900231838
-1.7500000000000	0.18013225495815
-1.2500000000000	0.20039486885071
-0.75000000000000	0.22245851159096
-0.25000000000000	0.23842689394951
0.25000000000000	0.24370995163918
0.75000000000000	0.24547968804836
1.2500000000000	0.23900558054447
1.7500000000000	0.23651400208473
2.2500000000000	0.23497399687767
2.7500000000000	0.22048398852348
#
#"x_pos"	"Ant1 (y_pos=-0.75)"
#----------------------------
-2.7500000000000	0.15206228196621
-2.2500000000000	0.17241178452969
-1.7500000000000	0.19701598584652
-1.2500000000000	0.22585436701775
-0.75000000000000	0.25560161471367
-0.25000000000000	0.27253174781799
0.25000000000000	0.27777197957039
0.75000000000000	0.27872827649117
1.2500000000000	0.28215381503105
1.7500000000000	0.28841578960419
2.2500000000000	0.28358986973763
2.7500000000000	0.26656961441040
#
#"x_pos"	"Ant1 (y_pos=-0.25)"
#----------------------------
-2.7500000000000	0.15822272002697
-2.2500000000000	0.18237401545048
-1.7500000000000	0.20943664014339
-1.2500000000000	0.24331305921078
-0.75000000000000	0.27126789093018
-0.25000000000000	0.28194662928581
0.25000000000000	0.29310369491577
0.25000000000000	0.29310369491577
0.75000000000000	0.31337708234787
1.2500000000000	0.33881443738937
1.7500000000000	0.36953246593475
2.2500000000000	0.35977476835251
2.7500000000000	0.32953664660454
#
#"x_pos"	"Ant1 (y_pos=0.25)"
#---------------------------
-2.7500000000000	0.15987585484982
-2.2500000000000	0.18493407964706
-1.7500000000000	0.21414707601070
-1.2500000000000	0.24881696701050
-0.75000000000000	0.27602243423462
-0.25000000000000	0.29364153742790
0.25000000000000	0.31627845764160
0.75000000000000	0.36141991615295
1.2500000000000	0.44931209087372
1.7500000000000	0.50156933069229
2.2500000000000	0.47637873888016
2.7500000000000	0.41191720962524
#
#"x_pos"	"Ant1 (y_pos=0.75)"
#---------------------------
-2.7500000000000	0.15937580168247
-2.2500000000000	0.18520079553127
-1.7500000000000	0.21139809489250
-1.2500000000000	0.24415265023708
-0.75000000000000	0.27609544992447
-0.25000000000000	0.30283778905869
0.25000000000000	0.35332146286964
0.75000000000000	0.47938337922096
1.2500000000000	0.73247236013412
