#
#"x_pos"	"Body (y_pos=-3)"
#-------------------------
-3.0000000000000	0.15207625925541
-2.0000000000000	0.17739726603031
-1.0000000000000	0.19794391095638
0.0000000000000	0.20604041218758
1.0000000000000	0.19779939949512
2.0000000000000	0.17776009440422
3.0000000000000	0.15295144915581
#
#"x_pos"	"Body (y_pos=-2)"
#-------------------------
-3.0000000000000	0.18226702511311
-2.0000000000000	0.22462120652199
-1.0000000000000	0.26070630550385
0.0000000000000	0.27836671471596
1.0000000000000	0.26239126920700
2.0000000000000	0.22640819847584
3.0000000000000	0.18199309706688
#
#"x_pos"	"Body (y_pos=-1)"
#-------------------------
-3.0000000000000	0.22044865787029
-2.0000000000000	0.29397276043892
-1.0000000000000	0.35860848426819
0.0000000000000	0.41163441538811
1.0000000000000	0.35841891169548
2.0000000000000	0.29320526123047
3.0000000000000	0.21778063476086
#
#"x_pos"	"Body (y_pos=0)"
#------------------------
-3.0000000000000	0.24264623224735
-2.0000000000000	0.35854223370552
-1.0000000000000	0.43853852152824
1.0000000000000	0.43743723630905
2.0000000000000	0.35772678256035
3.0000000000000	0.24190954864025
#
#"x_pos"	"Body (y_pos=1)"
#------------------------
-3.0000000000000	0.21982878446579
-2.0000000000000	0.29700365662575
-1.0000000000000	0.36284586787224
0.0000000000000	0.41932708024979
1.0000000000000	0.36226174235344
2.0000000000000	0.29552006721497
3.0000000000000	0.21870921552181
#
#"x_pos"	"Body (y_pos=2)"
#------------------------
-3.0000000000000	0.18275687098503
-2.0000000000000	0.22525928914547
-1.0000000000000	0.26358315348625
0.0000000000000	0.28053084015846
1.0000000000000	0.26361149549484
2.0000000000000	0.22627307474613
3.0000000000000	0.18208242952824
#
#"x_pos"	"Body (y_pos=3)"
#------------------------
-3.0000000000000	0.15263244509697
-2.0000000000000	0.17841094732285
-1.0000000000000	0.19947291910648
0.0000000000000	0.20787912607193
1.0000000000000	0.19873818755150
2.0000000000000	0.17868398129940
3.0000000000000	0.15284141898155
3.0000000000000	0.15284141898155
