#
#"x"	"Potential (Es)_0D (y=0)"
#-----------------------------
6.0000000000000	18.100217819214
12.000000000000	10.823546409607
18.000000000000	7.5229334831238
24.000000000000	5.8337998390198
30.000000000000	4.7189807891846
36.000000000000	3.7238793373108
42.000000000000	2.9149510860443
48.000000000000	2.3505709171295
#
#"x"	"Potential (Es)_0D (y=6)"
#-----------------------------
0.0000000000000	18.100408554077
6.0000000000000	14.513566970825
12.000000000000	9.8735342025757
18.000000000000	7.1194219589233
24.000000000000	5.5197539329529
30.000000000000	4.4324913024902
36.000000000000	3.5407218933105
42.000000000000	2.8394606113434
48.000000000000	2.3133413791656
#
#"x"	"Potential (Es)_0D (y=12)"
#------------------------------
0.0000000000000	10.822975158691
6.0000000000000	9.8736324310303
12.000000000000	7.9105229377747
18.000000000000	6.1811099052429
24.000000000000	4.9213075637817
30.000000000000	3.9874227046967
36.000000000000	3.2501156330109
42.000000000000	2.6733283996582
48.000000000000	2.2158589363098
#
#"x"	"Potential (Es)_0D (y=18)"
#------------------------------
0.0000000000000	7.5235643386841
6.0000000000000	7.1191582679749
12.000000000000	6.1831660270691
18.000000000000	5.1584291458130
24.000000000000	4.2688298225403
30.000000000000	3.5421063899994
36.000000000000	2.9492781162262
42.000000000000	2.4723412990570
48.000000000000	2.0823292732239
#
#"x"	"Potential (Es)_0D (y=24)"
#------------------------------
0.0000000000000	5.8339962959290
6.0000000000000	5.5197095870972
12.000000000000	4.9212656021118
18.000000000000	4.2689070701599
24.000000000000	3.6531832218170
30.000000000000	3.1105082035065
36.000000000000	2.6457345485687
42.000000000000	2.2566399574280
48.000000000000	1.9283543825150
#
#"x"	"Potential (Es)_0D (y=30)"
#------------------------------
0.0000000000000	4.7184767723083
6.0000000000000	4.4322113990784
12.000000000000	3.9874110221863
18.000000000000	3.5420887470245
24.000000000000	3.1105310916901
30.000000000000	2.7101955413818
36.000000000000	2.3512864112854
42.000000000000	2.0381093025208
48.000000000000	1.7654126882553
#
#"x"	"Potential (Es)_0D (y=36)"
#------------------------------
0.0000000000000	3.7234179973602
6.0000000000000	3.5406329631805
12.000000000000	3.2501244544983
18.000000000000	2.9492304325104
24.000000000000	2.6457753181458
30.000000000000	2.3511605262756
36.000000000000	2.0755996704102
42.000000000000	1.8267675638199
48.000000000000	1.6025755405426
#
#"x"	"Potential (Es)_0D (y=42)"
#------------------------------
0.0000000000000	2.9148547649384
6.0000000000000	2.8394315242767
12.000000000000	2.6732070446014
18.000000000000	2.4722402095795
24.000000000000	2.2567503452301
30.000000000000	2.0383853912354
36.000000000000	1.8266804218292
42.000000000000	1.6309692859650
48.000000000000	1.4491051435471
#
#"x"	"Potential (Es)_0D (y=48)"
#------------------------------
0.0000000000000	2.3506510257721
6.0000000000000	2.3134505748749
12.000000000000	2.2163374423981
18.000000000000	2.0823967456818
24.000000000000	1.9283568859100
30.000000000000	1.7653504610062
36.000000000000	1.6022503376007
42.000000000000	1.4488543272018
48.000000000000	1.3020727634430
