#
#"x_pos"	"Body (y_pos=-3)"
#-------------------------
-3.0000000000000	0.10313939303160
-2.0000000000000	0.11444320529699
-1.0000000000000	0.12432049214840
0.0000000000000	0.12891019880772
1.0000000000000	0.12443520873785
2.0000000000000	0.11478886753321
3.0000000000000	0.10339891165495
#
#"x_pos"	"Body (y_pos=-2)"
#-------------------------
-3.0000000000000	0.11211791634560
-2.0000000000000	0.12853738665581
-1.0000000000000	0.14675495028496
0.0000000000000	0.15558961033821
1.0000000000000	0.14708136022091
2.0000000000000	0.12838983535767
3.0000000000000	0.11203724890947
#
#"x_pos"	"Body (y_pos=-1)"
#-------------------------
-3.0000000000000	0.12257824093103
-2.0000000000000	0.14576657116413
-1.0000000000000	0.17910256981850
0.0000000000000	0.20692390203476
1.0000000000000	0.17946593463421
2.0000000000000	0.14667643606663
3.0000000000000	0.12217672169209
#
#"x_pos"	"Body (y_pos=0)"
#------------------------
-3.0000000000000	0.12594798207283
-2.0000000000000	0.15218517184258
-1.0000000000000	0.19965571165085
1.0000000000000	0.19996355473995
2.0000000000000	0.15328848361969
3.0000000000000	0.12593866884708
#
#"x_pos"	"Body (y_pos=1)"
#------------------------
-3.0000000000000	0.12089107185602
-2.0000000000000	0.14365322887897
-1.0000000000000	0.17331995069981
0.0000000000000	0.19398070871830
1.0000000000000	0.17322999238968
2.0000000000000	0.14337612688541
3.0000000000000	0.12196756154299
#
#"x_pos"	"Body (y_pos=2)"
#------------------------
-3.0000000000000	0.11136969178915
-2.0000000000000	0.12633940577507
-1.0000000000000	0.14255963265896
0.0000000000000	0.14933913946152
1.0000000000000	0.14333139359951
2.0000000000000	0.12637123465538
3.0000000000000	0.11104353517294
#
#"x_pos"	"Body (y_pos=3)"
#------------------------
-3.0000000000000	0.10185632854700
-2.0000000000000	0.11165139824152
-1.0000000000000	0.12156223505735
0.0000000000000	0.12535049021244
1.0000000000000	0.12153139710426
2.0000000000000	0.11186750978231
3.0000000000000	0.10191560536623
3.0000000000000	0.10191560536623
