#
#"x_pos"	"Body (y_pos=-2.5)"
#---------------------------
-2.5000000000000	0.18649590015411
-1.5000000000000	0.22050358355045
-0.50000000000000	0.24296623468399
0.50000000000000	0.24201701581478
1.5000000000000	0.21968534588814
2.5000000000000	0.18691134452820
#
#"x_pos"	"Body (y_pos=-1.5)"
#---------------------------
-2.5000000000000	0.23798891901970
-1.5000000000000	0.29256299138069
-0.50000000000000	0.33722418546677
0.50000000000000	0.33934918045998
1.5000000000000	0.29206892848015
2.5000000000000	0.23635584115982
#
#"x_pos"	"Body (y_pos=-0.5)"
#---------------------------
-2.5000000000000	0.32131862640381
-1.5000000000000	0.41158726811409
-0.50000000000000	0.47988894581795
0.50000000000000	0.47982361912727
1.5000000000000	0.41143816709518
2.5000000000000	0.31937715411186
#
#"x_pos"	"Body (y_pos=0.5)"
#--------------------------
-2.5000000000000	0.32562211155891
-1.5000000000000	0.42203193902969
-0.50000000000000	0.48713266849518
0.50000000000000	0.48492380976677
1.5000000000000	0.42176344990730
2.5000000000000	0.32473281025887
#
#"x_pos"	"Body (y_pos=1.5)"
#--------------------------
-2.5000000000000	0.23884393274784
-1.5000000000000	0.29598879814148
-0.50000000000000	0.34091892838478
0.50000000000000	0.34323737025261
1.5000000000000	0.29541656374931
2.5000000000000	0.23972842097282
#
#"x_pos"	"Body (y_pos=2.5)"
#--------------------------
-2.5000000000000	0.18852852284908
-1.5000000000000	0.22149832546711
-0.50000000000000	0.24329401552677
0.50000000000000	0.24347181618214
1.5000000000000	0.22046454250813
2.5000000000000	0.18843795359135
2.5000000000000	0.18843795359135
