#
#"x_pos"	"Ant1 (y_pos=-2.5)"
#---------------------------
-2.5000000000000	0.12827512621880
-1.5000000000000	0.14953497052193
-0.50000000000000	0.16523887217045
0.50000000000000	0.16949449479580
1.5000000000000	0.16333207488060
2.5000000000000	0.15110647678375
#
#"x_pos"	"Ant1 (y_pos=-1.5)"
#---------------------------
-2.5000000000000	0.15853205323219
-1.5000000000000	0.19060124456882
-0.50000000000000	0.21787308156490
0.50000000000000	0.22519898414612
1.5000000000000	0.21053087711334
2.5000000000000	0.19240206480026
#
#"x_pos"	"Ant1 (y_pos=-0.5)"
#---------------------------
-2.5000000000000	0.20732019841671
-1.5000000000000	0.25801965594292
-0.50000000000000	0.29576879739761
0.50000000000000	0.29650706052780
1.5000000000000	0.27493122220039
2.5000000000000	0.25508743524551
#
#"x_pos"	"Ant1 (y_pos=0.5)"
#--------------------------
-2.5000000000000	0.21464863419533
-1.5000000000000	0.26928946375847
-0.50000000000000	0.30015364289284
0.50000000000000	0.30030021071434
1.5000000000000	0.32942429184914
2.5000000000000	0.32548502087593
#
#"x_pos"	"Ant1 (y_pos=1.5)"
#--------------------------
-2.5000000000000	0.17468996345997
-1.5000000000000	0.21880146861076
-0.50000000000000	0.26836469769478
0.50000000000000	0.33760908246040
1.5000000000000	0.40870124101639
2.5000000000000	0.39686936140060
#
#"x_pos"	"Ant1 (y_pos=2.5)"
#--------------------------
-2.5000000000000	0.15423108637333
-1.5000000000000	0.19204920530319
-0.50000000000000	0.24241927266121
0.50000000000000	0.31103962659836
1.5000000000000	0.37404069304466
2.5000000000000	0.37400698661804
2.5000000000000	0.37400698661804
