#
#"x"	"Potential (Es)_0D_2 (y=0.2)"
#---------------------------------
15.000000000000	2.5234365463257
18.000000000000	2.4605848789215
21.000000000000	2.4120962619781
24.000000000000	2.3711030483246
27.000000000000	2.3340966701508
30.000000000000	2.2982766628265
33.000000000000	2.2562787532806
36.000000000000	1.6596510410309
#
#"x"	"Potential (Es)_0D_2 (y=0.4)"
#---------------------------------
15.000000000000	2.5713849067688
18.000000000000	2.4637060165405
21.000000000000	2.3774023056030
24.000000000000	2.3057084083557
27.000000000000	2.2439448833466
30.000000000000	2.1808748245239
33.000000000000	2.1060175895691
36.000000000000	1.6465388536453
#
#"x"	"Potential (Es)_0D_2 (y=0.6)"
#---------------------------------
15.000000000000	2.5961313247681
18.000000000000	2.4577815532684
21.000000000000	2.3533098697662
24.000000000000	2.2649195194244
27.000000000000	2.1865613460541
30.000000000000	2.1093902587891
33.000000000000	2.0156652927399
36.000000000000	1.6316969394684
#
#"x"	"Potential (Es)_0D_2 (y=0.8)"
#---------------------------------
15.000000000000	2.6060702800751
18.000000000000	2.4529366493225
21.000000000000	2.3339786529541
24.000000000000	2.2328207492828
27.000000000000	2.1442983150482
30.000000000000	2.0574119091034
33.000000000000	1.9512497186661
36.000000000000	1.6152811050415
#
#"x"	"Potential (Es)_0D_2 (y=1.2)"
#---------------------------------
15.000000000000	2.6172835826874
18.000000000000	2.4388971328735
21.000000000000	2.3006165027618
24.000000000000	2.1844480037689
27.000000000000	2.0813555717468
30.000000000000	1.9817543029785
33.000000000000	1.8601586818695
36.000000000000	1.5821905136108
#
#"x"	"Potential (Es)_0D_2 (y=1.4)"
#---------------------------------
15.000000000000	2.6192171573639
18.000000000000	2.4303510189056
21.000000000000	2.2857401371002
24.000000000000	2.1639463901520
27.000000000000	2.0555069446564
30.000000000000	1.9506607055664
33.000000000000	1.8247392177582
36.000000000000	1.5676144361496
#
#"x"	"Potential (Es)_0D_2 (y=1.6)"
#---------------------------------
15.000000000000	2.6160752773285
18.000000000000	2.4228656291962
21.000000000000	2.2713222503662
24.000000000000	2.1449298858643
27.000000000000	2.0325551033020
30.000000000000	1.9263144731522
33.000000000000	1.7939996719360
36.000000000000	1.5524560213089
#
#"x"	"Potential (Es)_0D_2 (y=1.8)"
#---------------------------------
15.000000000000	2.6120848655701
18.000000000000	2.4129159450531
21.000000000000	2.2584199905396
24.000000000000	2.1288740634918
27.000000000000	2.0123927593231
30.000000000000	1.8996269702911
33.000000000000	1.7668532133102
36.000000000000	1.5390259027481
#
#"x"	"Potential (Es)_0D_2 (y=2.2)"
#---------------------------------
15.000000000000	2.6051709651947
18.000000000000	2.3941333293915
21.000000000000	2.2325823307037
24.000000000000	2.0964314937592
27.000000000000	1.9744956493378
30.000000000000	1.8576983213425
33.000000000000	1.7212141752243
36.000000000000	1.5142554044724
#
#"x"	"Potential (Es)_0D_2 (y=2.4)"
#---------------------------------
15.000000000000	2.5983154773712
18.000000000000	2.3852536678314
21.000000000000	2.2192575931549
24.000000000000	2.0816590785980
27.000000000000	1.9577693939209
30.000000000000	1.8381812572479
33.000000000000	1.7019157409668
36.000000000000	1.5027146339417
#
#"x"	"Potential (Es)_0D_2 (y=2.6)"
#---------------------------------
15.000000000000	2.5913259983063
18.000000000000	2.3749711513519
21.000000000000	2.2076280117035
24.000000000000	2.0673820972443
27.000000000000	1.9426753520966
30.000000000000	1.8199770450592
33.000000000000	1.6822547912598
36.000000000000	1.4919037818909
#
#"x"	"Potential (Es)_0D_2 (y=2.8)"
#---------------------------------
15.000000000000	2.5835285186768
18.000000000000	2.3652133941650
21.000000000000	2.1952993869781
24.000000000000	2.0534627437592
27.000000000000	1.9261568784714
30.000000000000	1.8038507699966
33.000000000000	1.6652334928513
36.000000000000	1.4829957485199
