#
#"x"	"Potential (Es)_0D_4 (y=1)"
#-------------------------------
9.0000000000000	7.3021459579468
12.000000000000	6.3003387451172
15.000000000000	5.6320271492004
18.000000000000	5.1253705024719
21.000000000000	4.7128725051880
24.000000000000	4.3610043525696
27.000000000000	4.0520062446594
30.000000000000	3.7592308521271
33.000000000000	3.4473044872284
36.000000000000	3.0729429721832
#
#"x"	"Potential (Es)_0D_4 (y=2)"
#-------------------------------
9.0000000000000	7.4197263717651
12.000000000000	6.4780349731445
15.000000000000	5.7863812446594
18.000000000000	5.2460093498230
21.000000000000	4.7986979484558
24.000000000000	4.4219622612000
27.000000000000	4.0861663818359
30.000000000000	3.7736876010895
33.000000000000	3.4496350288391
36.000000000000	3.0853853225708
