#
#"x_pos"	"Body (y_pos=-2.5)"
#---------------------------
-2.5000000000000	0.18652510643005
-1.5000000000000	0.22022335231304
-0.50000000000000	0.24265494942665
0.50000000000000	0.24354648590088
1.5000000000000	0.22025293111801
2.5000000000000	0.18630528450012
#
#"x_pos"	"Body (y_pos=-1.5)"
#---------------------------
-2.5000000000000	0.23437231779099
-1.5000000000000	0.29719674587250
-0.50000000000000	0.35523116588593
0.50000000000000	0.35522308945656
1.5000000000000	0.29701495170593
2.5000000000000	0.23366780579090
#
#"x_pos"	"Body (y_pos=-0.5)"
#---------------------------
-2.5000000000000	0.27873751521111
-1.5000000000000	0.38312533497810
1.5000000000000	0.38290074467659
2.5000000000000	0.27875527739525
#
#"x_pos"	"Body (y_pos=0.5)"
#--------------------------
-2.5000000000000	0.28134781122208
-1.5000000000000	0.38567566871643
1.5000000000000	0.38551279902458
2.5000000000000	0.27983328700066
#
#"x_pos"	"Body (y_pos=1.5)"
#--------------------------
-2.5000000000000	0.23510140180588
-1.5000000000000	0.30094900727272
-0.50000000000000	0.36270067095757
0.50000000000000	0.36258625984192
1.5000000000000	0.30063161253929
2.5000000000000	0.23489609360695
#
#"x_pos"	"Body (y_pos=2.5)"
#--------------------------
-2.5000000000000	0.18774281442165
-1.5000000000000	0.22254905104637
-0.50000000000000	0.24644379317760
0.50000000000000	0.24649015069008
1.5000000000000	0.22243668138981
2.5000000000000	0.18778775632381
2.5000000000000	0.18778775632381
