#
#"x_pos"	"Ant1 (y_pos=-2.75)"
#----------------------------
-2.7500000000000	0.12024594843388
-2.2500000000000	0.12947976589203
-1.7500000000000	0.13856485486031
-1.2500000000000	0.14722910523415
-0.75000000000000	0.15405687689781
-0.25000000000000	0.15914104878902
0.25000000000000	0.16196624934673
0.75000000000000	0.16372063755989
1.2500000000000	0.16000337898731
1.7500000000000	0.15496589243412
2.2500000000000	0.14908887445927
2.7500000000000	0.14553950726986
#
#"x_pos"	"Ant1 (y_pos=-2.25)"
#----------------------------
-2.7500000000000	0.12969757616520
-2.2500000000000	0.14360009133816
-1.7500000000000	0.15470680594444
-1.2500000000000	0.16638670861721
-0.75000000000000	0.17506732046604
-0.25000000000000	0.18354210257530
0.25000000000000	0.18564482033253
0.75000000000000	0.18654729425907
1.2500000000000	0.18280078470707
1.7500000000000	0.17572472989559
2.2500000000000	0.17055854201317
2.7500000000000	0.16251455247402
#
#"x_pos"	"Ant1 (y_pos=-1.75)"
#----------------------------
-2.7500000000000	0.14222706854343
-2.2500000000000	0.15996064245701
-1.7500000000000	0.17481611669064
-1.2500000000000	0.18914435803890
-0.75000000000000	0.20284286141396
-0.25000000000000	0.21207244694233
0.25000000000000	0.21600496768951
0.75000000000000	0.21321330964565
1.2500000000000	0.20855966210365
1.7500000000000	0.20341928303242
2.2500000000000	0.19447825849056
2.7500000000000	0.18579813838005
#
#"x_pos"	"Ant1 (y_pos=-1.25)"
#----------------------------
-2.7500000000000	0.15724591910839
-2.2500000000000	0.17810834944248
-1.7500000000000	0.19729998707771
-1.2500000000000	0.21733060479164
-0.75000000000000	0.23780362308025
-0.25000000000000	0.25175905227661
0.25000000000000	0.25465521216393
0.75000000000000	0.24851377308369
1.2500000000000	0.24110484123230
1.7500000000000	0.23441790044308
2.2500000000000	0.22590313851833
2.7500000000000	0.21716484427452
#
#"x_pos"	"Ant1 (y_pos=-0.75)"
#----------------------------
-2.7500000000000	0.17009970545769
-2.2500000000000	0.19871152937412
-1.7500000000000	0.22173643112183
-1.2500000000000	0.24712607264519
-0.75000000000000	0.27590391039848
0.75000000000000	0.28436324000359
1.2500000000000	0.27591693401337
1.7500000000000	0.27429470419884
2.2500000000000	0.26670217514038
2.7500000000000	0.25380706787109
#
#"x_pos"	"Ant1 (y_pos=-0.25)"
#----------------------------
-2.7500000000000	0.18207488954067
-2.2500000000000	0.21721801161766
-1.7500000000000	0.24216148257256
-1.2500000000000	0.26904925704002
1.2500000000000	0.31362032890320
1.7500000000000	0.32753518223763
2.2500000000000	0.32199934124947
2.7500000000000	0.30250984430313
#
#"x_pos"	"Ant1 (y_pos=0.25)"
#---------------------------
-2.7500000000000	0.18393610417843
-2.2500000000000	0.22054974734783
-1.7500000000000	0.24645306169987
-1.2500000000000	0.27277183532715
1.2500000000000	0.37134912610054
1.7500000000000	0.40559744834900
2.2500000000000	0.39688923954964
2.7500000000000	0.36378309130669
#
#"x_pos"	"Ant1 (y_pos=0.75)"
#---------------------------
-2.7500000000000	0.17906902730465
-2.2500000000000	0.20957301557064
-1.7500000000000	0.23485891520977
-1.2500000000000	0.26146844029427
-0.75000000000000	0.28812748193741
0.75000000000000	0.36745917797089
1.2500000000000	0.49194949865341
1.7500000000000	0.53075420856476
2.2500000000000	0.49789252877235
2.7500000000000	0.43048191070557
#
#"x_pos"	"Ant1 (y_pos=1.25)"
#---------------------------
-2.7500000000000	0.17058983445168
-2.2500000000000	0.19542941451073
-1.7500000000000	0.21962140500546
-1.2500000000000	0.24650113284588
-0.75000000000000	0.27475503087044
-0.25000000000000	0.30532941222191
0.25000000000000	0.35446175932884
0.75000000000000	0.46524435281754
1.2500000000000	0.61132287979126
1.7500000000000	0.66342788934708
2.2500000000000	0.60599058866501
2.7500000000000	0.49876305460930
#
#"x_pos"	"Ant1 (y_pos=1.75)"
#---------------------------
-2.7500000000000	0.16100151836872
-2.2500000000000	0.18308807909489
-1.7500000000000	0.20661523938179
-1.2500000000000	0.23222015798092
-0.75000000000000	0.26491257548332
-0.25000000000000	0.30857321619987
0.25000000000000	0.37545841932297
0.75000000000000	0.48350051045418
1.2500000000000	0.61540979146957
1.7500000000000	0.70212537050247
2.2500000000000	0.67090409994125
2.7500000000000	0.54161792993546
#
#"x_pos"	"Ant1 (y_pos=2.25)"
#---------------------------
-2.7500000000000	0.15245594084263
-2.2500000000000	0.17301858961582
-1.7500000000000	0.19430124759674
-1.2500000000000	0.21969583630562
-0.75000000000000	0.25639301538467
-0.25000000000000	0.30211973190308
0.25000000000000	0.36623042821884
0.75000000000000	0.45110601186752
1.2500000000000	0.55165976285934
1.7500000000000	0.62505012750626
2.2500000000000	0.64111483097076
2.7500000000000	0.53422725200653
#
#"x_pos"	"Ant1 (y_pos=2.75)"
#---------------------------
-2.7500000000000	0.14565262198448
-2.2500000000000	0.16178484261036
-1.7500000000000	0.18428783118725
-1.2500000000000	0.20888844132423
-0.75000000000000	0.23942805826664
-0.25000000000000	0.28131976723671
0.25000000000000	0.33064147830009
0.75000000000000	0.38924700021744
1.2500000000000	0.45051768422127
1.7500000000000	0.49336388707161
2.2500000000000	0.49652954936028
2.7500000000000	0.44427821040154
2.7500000000000	0.44427821040154
