#
#"x_pos"	"Body (y_pos=-2.75)"
#----------------------------
-2.7500000000000	0.17096212506294
-2.2500000000000	0.18642665445805
-1.7500000000000	0.20071893930435
-1.2500000000000	0.21369127929211
-0.75000000000000	0.22305078804493
-0.25000000000000	0.22848461568356
0.25000000000000	0.22891309857368
0.75000000000000	0.22596053779125
1.2500000000000	0.21409820020199
1.7500000000000	0.19997905194759
2.2500000000000	0.18506868183613
2.7500000000000	0.17105896770954
#
#"x_pos"	"Body (y_pos=-2.25)"
#----------------------------
-2.7500000000000	0.18796375393867
-2.2500000000000	0.21149389445782
-1.7500000000000	0.22963048517704
-1.2500000000000	0.24820011854172
-0.75000000000000	0.26110798120499
-0.25000000000000	0.27188298106194
0.25000000000000	0.27044507861137
0.75000000000000	0.26426908373833
1.2500000000000	0.24916383624077
1.7500000000000	0.22885228693485
2.2500000000000	0.21176141500473
2.7500000000000	0.18841423094273
#
#"x_pos"	"Body (y_pos=-1.75)"
#----------------------------
-2.7500000000000	0.20867826044559
-2.2500000000000	0.23911306262016
-1.7500000000000	0.26426410675049
-1.2500000000000	0.28836131095886
-0.75000000000000	0.31051257252693
-0.25000000000000	0.32369497418404
0.25000000000000	0.32510709762573
0.75000000000000	0.31016680598259
1.2500000000000	0.28865978121758
1.7500000000000	0.26512053608894
2.2500000000000	0.23826625943184
2.7500000000000	0.20902204513550
#
#"x_pos"	"Body (y_pos=-1.25)"
#----------------------------
-2.7500000000000	0.23303510248661
-2.2500000000000	0.26985049247742
-1.7500000000000	0.30343344807625
-1.2500000000000	0.33836355805397
-0.75000000000000	0.37383604049683
-0.25000000000000	0.39714279770851
0.25000000000000	0.39712518453598
0.75000000000000	0.37326022982597
1.2500000000000	0.33839893341064
1.7500000000000	0.30289831757545
2.2500000000000	0.26950237154961
2.7500000000000	0.23286120593548
#
#"x_pos"	"Body (y_pos=-0.75)"
#----------------------------
-2.7500000000000	0.25355535745621
-2.2500000000000	0.30459219217300
-1.7500000000000	0.34566780924797
-1.2500000000000	0.39133536815643
-0.75000000000000	0.44348961114883
0.75000000000000	0.44397431612015
1.2500000000000	0.38972762227058
1.7500000000000	0.34517076611519
2.2500000000000	0.30363839864731
2.7500000000000	0.25340026617050
#
#"x_pos"	"Body (y_pos=-0.25)"
#----------------------------
-2.7500000000000	0.27148562669754
-2.2500000000000	0.33474376797676
-1.7500000000000	0.37952139973640
-1.2500000000000	0.42946764826775
1.2500000000000	0.42912715673447
1.7500000000000	0.38065627217293
2.2500000000000	0.33327195048332
2.7500000000000	0.26971024274826
#
#"x_pos"	"Body (y_pos=0.25)"
#---------------------------
-2.7500000000000	0.27066153287888
-2.2500000000000	0.33557412028313
-1.7500000000000	0.38149586319923
-1.2500000000000	0.43101221323013
1.2500000000000	0.43135505914688
1.7500000000000	0.38126447796822
2.2500000000000	0.33504554629326
2.7500000000000	0.27122128009796
#
#"x_pos"	"Body (y_pos=0.75)"
#---------------------------
-2.7500000000000	0.25596234202385
-2.2500000000000	0.30767890810966
-1.7500000000000	0.34931614995003
-1.2500000000000	0.39552882313728
-0.75000000000000	0.45029264688492
0.75000000000000	0.44968792796135
1.2500000000000	0.39539238810539
1.7500000000000	0.34894725680351
2.2500000000000	0.30709645152092
2.7500000000000	0.25397345423698
#
#"x_pos"	"Body (y_pos=1.25)"
#---------------------------
-2.7500000000000	0.23421676456928
-2.2500000000000	0.27248308062553
-1.7500000000000	0.30678319931030
-1.2500000000000	0.34348556399345
-0.75000000000000	0.37916466593742
-0.25000000000000	0.40552574396133
0.25000000000000	0.40578275918961
0.75000000000000	0.38046601414680
1.2500000000000	0.34357383847237
1.7500000000000	0.30646941065788
2.2500000000000	0.27239683270454
2.7500000000000	0.23264031112194
#
#"x_pos"	"Body (y_pos=1.75)"
#---------------------------
-2.7500000000000	0.21122246980667
-2.2500000000000	0.24113988876343
-1.7500000000000	0.26789858937263
-1.2500000000000	0.29197540879250
-0.75000000000000	0.31484678387642
-0.25000000000000	0.32919314503670
0.25000000000000	0.32895043492317
0.75000000000000	0.31563809514046
1.2500000000000	0.29231831431389
1.7500000000000	0.26690551638603
2.2500000000000	0.24093440175056
2.7500000000000	0.21057580411434
#
#"x_pos"	"Body (y_pos=2.25)"
#---------------------------
-2.7500000000000	0.19047792255878
-2.2500000000000	0.21442221105099
-1.7500000000000	0.23341557383537
-1.2500000000000	0.25013595819473
-0.75000000000000	0.26741474866867
-0.25000000000000	0.27487784624100
0.25000000000000	0.27388834953308
0.75000000000000	0.26441511511803
1.2500000000000	0.25125202536583
1.7500000000000	0.23164366185665
2.2500000000000	0.21364139020443
2.7500000000000	0.19000369310379
#
#"x_pos"	"Body (y_pos=2.75)"
#---------------------------
-2.7500000000000	0.17129914462566
-2.2500000000000	0.18614241480827
-1.7500000000000	0.20312835276127
-1.2500000000000	0.21575695276260
-0.75000000000000	0.22512887418270
-0.25000000000000	0.23245786130428
0.25000000000000	0.23168271780014
0.75000000000000	0.22582942247391
1.2500000000000	0.21655279397964
1.7500000000000	0.20297051966190
2.2500000000000	0.18575237691402
2.7500000000000	0.17060659825802
2.7500000000000	0.17060659825802
