#
#"x_pos"	"Body (y_pos=-3)"
#-------------------------
-3.0000000000000	0.14449621737003
-2.0000000000000	0.16556240618229
-1.0000000000000	0.18537613749504
0.0000000000000	0.19273091852665
1.0000000000000	0.18587754666805
2.0000000000000	0.16545979678631
3.0000000000000	0.14332145452499
#
#"x_pos"	"Body (y_pos=-2)"
#-------------------------
-3.0000000000000	0.16730402410030
-2.0000000000000	0.20302146673203
-1.0000000000000	0.23705224692822
0.0000000000000	0.25256174802780
1.0000000000000	0.23643633723259
2.0000000000000	0.20376947522163
3.0000000000000	0.16764043271542
#
#"x_pos"	"Body (y_pos=-1)"
#-------------------------
-3.0000000000000	0.19367143511772
-2.0000000000000	0.24849082529545
-1.0000000000000	0.31723552942276
0.0000000000000	0.37945428490639
1.0000000000000	0.31669893860817
2.0000000000000	0.24792237579823
3.0000000000000	0.19226200878620
#
#"x_pos"	"Body (y_pos=0)"
#------------------------
-3.0000000000000	0.20557090640068
-2.0000000000000	0.27278560400009
-1.0000000000000	0.38154163956642
0.0000000000000	0.48614925146103
1.0000000000000	0.38084557652473
2.0000000000000	0.27123427391052
3.0000000000000	0.20611168444157
#
#"x_pos"	"Body (y_pos=1)"
#------------------------
-3.0000000000000	0.19251155853271
-2.0000000000000	0.24730271100998
-1.0000000000000	0.31523618102074
0.0000000000000	0.37778714299202
1.0000000000000	0.31506344676018
2.0000000000000	0.24783420562744
3.0000000000000	0.19247476756573
#
#"x_pos"	"Body (y_pos=2)"
#------------------------
-3.0000000000000	0.16692852973938
-2.0000000000000	0.20206885039806
-1.0000000000000	0.23528581857681
0.0000000000000	0.25166580080986
1.0000000000000	0.23557512462139
2.0000000000000	0.20284627377987
3.0000000000000	0.16732329130173
#
#"x_pos"	"Body (y_pos=3)"
#------------------------
-3.0000000000000	0.14284564554691
-2.0000000000000	0.16544581949711
-1.0000000000000	0.18407775461674
0.0000000000000	0.19113449752331
1.0000000000000	0.18332436680794
2.0000000000000	0.16447785496712
3.0000000000000	0.14379765093327
3.0000000000000	0.14379765093327
