#
#"x_pos"	"Ant4 (y_pos=-3)"
#-------------------------
-3.0000000000000	0.12056665122509
-2.0000000000000	0.14122453331947
-1.0000000000000	0.16667713224888
0.0000000000000	0.18932758271694
1.0000000000000	0.20493742823601
2.0000000000000	0.20300722122192
3.0000000000000	0.18913030624390
#
#"x_pos"	"Ant4 (y_pos=-2)"
#-------------------------
-3.0000000000000	0.12876917421818
-2.0000000000000	0.15563681721687
-1.0000000000000	0.18605665862560
0.0000000000000	0.21197402477264
1.0000000000000	0.22541561722755
2.0000000000000	0.22285082936287
3.0000000000000	0.20379737019539
#
#"x_pos"	"Ant4 (y_pos=-1)"
#-------------------------
-3.0000000000000	0.13996469974518
-2.0000000000000	0.17467999458313
-1.0000000000000	0.21821865439415
0.0000000000000	0.25846478343010
1.0000000000000	0.24777896702290
2.0000000000000	0.22829429805279
3.0000000000000	0.20488640666008
#
#"x_pos"	"Ant4 (y_pos=0)"
#------------------------
-3.0000000000000	0.14276288449764
-2.0000000000000	0.18198551237583
-1.0000000000000	0.24298200011253
0.0000000000000	0.29901474714279
1.0000000000000	0.25595113635063
2.0000000000000	0.21399068832397
3.0000000000000	0.19159568846226
#
#"x_pos"	"Ant4 (y_pos=1)"
#------------------------
-3.0000000000000	0.13223858177662
-2.0000000000000	0.16402269899845
-1.0000000000000	0.20362019538879
0.0000000000000	0.24016907811165
1.0000000000000	0.21336486935616
2.0000000000000	0.18537774682045
3.0000000000000	0.16512276232243
#
#"x_pos"	"Ant4 (y_pos=2)"
#------------------------
-3.0000000000000	0.11566402018070
-2.0000000000000	0.13649810850620
-1.0000000000000	0.15732464194298
0.0000000000000	0.16967523097992
1.0000000000000	0.16546534001827
2.0000000000000	0.15242697298527
3.0000000000000	0.13911052048206
#
#"x_pos"	"Ant4 (y_pos=3)"
#------------------------
-3.0000000000000	0.10145843029022
-2.0000000000000	0.11546607315540
-1.0000000000000	0.12825618684292
0.0000000000000	0.13497237861156
1.0000000000000	0.13380539417267
2.0000000000000	0.12625537812710
3.0000000000000	0.11882710456848
3.0000000000000	0.11882710456848
