#
#"x"	"Potential (Es)_0D_4 (y=0)"
#-------------------------------
9.0000000000000	7.1120047569275
12.000000000000	6.0083689689636
15.000000000000	5.4279842376709
18.000000000000	5.0143508911133
21.000000000000	4.6859450340271
24.000000000000	4.4094176292419
27.000000000000	4.1621513366699
30.000000000000	3.9278960227966
33.000000000000	3.6547544002533
36.000000000000	3.1620473861694
#
#"x"	"Potential (Es)_0D_4 (y=0.2)"
#---------------------------------
9.0000000000000	7.1318960189819
12.000000000000	6.0398807525635
15.000000000000	5.4554939270020
18.000000000000	5.0379462242126
21.000000000000	4.7056603431702
24.000000000000	4.4241061210632
27.000000000000	4.1746706962585
30.000000000000	3.9362521171570
33.000000000000	3.6597347259521
36.000000000000	3.1685531139374
#
#"x"	"Potential (Es)_0D_4 (y=0.4)"
#---------------------------------
9.0000000000000	7.1609950065613
12.000000000000	6.0746469497681
15.000000000000	5.4852161407471
18.000000000000	5.0613784790039
21.000000000000	4.7214818000793
24.000000000000	4.4359145164490
27.000000000000	4.1827769279480
30.000000000000	3.9383370876312
33.000000000000	3.6596989631653
36.000000000000	3.1721360683441
#
#"x"	"Potential (Es)_0D_4 (y=0.6)"
#---------------------------------
9.0000000000000	7.1931366920471
12.000000000000	6.1165003776550
15.000000000000	5.5196986198425
18.000000000000	5.0866999626160
21.000000000000	4.7378983497620
24.000000000000	4.4464764595032
27.000000000000	4.1867880821228
30.000000000000	3.9387676715851
33.000000000000	3.6568219661713
36.000000000000	3.1737020015717
#
#"x"	"Potential (Es)_0D_4 (y=0.8)"
#---------------------------------
9.0000000000000	7.2274584770203
12.000000000000	6.1570782661438
15.000000000000	5.5542602539062
18.000000000000	5.1112256050110
21.000000000000	4.7563247680664
24.000000000000	4.4549937248230
27.000000000000	4.1893277168274
30.000000000000	3.9362008571625
33.000000000000	3.6463315486908
36.000000000000	3.1726431846619
#
#"x"	"Potential (Es)_0D_4 (y=1)"
#-------------------------------
9.0000000000000	7.2621040344238
12.000000000000	6.2049422264099
15.000000000000	5.5895190238953
18.000000000000	5.1370005607605
21.000000000000	4.7709546089172
24.000000000000	4.4616904258728
27.000000000000	4.1878933906555
30.000000000000	3.9287075996399
33.000000000000	3.6359446048737
36.000000000000	3.1717467308044
#
#"x"	"Potential (Es)_0D_4 (y=1.2)"
#---------------------------------
9.0000000000000	7.3044161796570
12.000000000000	6.2524790763855
15.000000000000	5.6271443367004
18.000000000000	5.1612286567688
21.000000000000	4.7858767509460
24.000000000000	4.4685397148132
27.000000000000	4.1873774528503
30.000000000000	3.9211447238922
33.000000000000	3.6230933666229
36.000000000000	3.1690175533295
#
#"x"	"Potential (Es)_0D_4 (y=1.4)"
#---------------------------------
9.0000000000000	7.3380155563354
12.000000000000	6.3005175590515
15.000000000000	5.6654372215271
18.000000000000	5.1888031959534
21.000000000000	4.8023715019226
24.000000000000	4.4754099845886
27.000000000000	4.1868643760681
30.000000000000	3.9119799137115
33.000000000000	3.6101183891296
36.000000000000	3.1651954650879
#
#"x"	"Potential (Es)_0D_4 (y=1.6)"
#---------------------------------
9.0000000000000	7.3775491714478
12.000000000000	6.3491892814636
15.000000000000	5.7031092643738
18.000000000000	5.2137694358826
21.000000000000	4.8172540664673
24.000000000000	4.4804358482361
27.000000000000	4.1847147941589
30.000000000000	3.9043080806732
33.000000000000	3.5954110622406
36.000000000000	3.1614372730255
#
#"x"	"Potential (Es)_0D_4 (y=1.8)"
#---------------------------------
9.0000000000000	7.4122762680054
12.000000000000	6.3994717597961
15.000000000000	5.7426333427429
18.000000000000	5.2389235496521
21.000000000000	4.8324923515320
24.000000000000	4.4876117706299
27.000000000000	4.1825599670410
30.000000000000	3.8951973915100
33.000000000000	3.5820231437683
36.000000000000	3.1582181453705
#
#"x"	"Potential (Es)_0D_4 (y=2)"
#-------------------------------
9.0000000000000	7.4441232681274
12.000000000000	6.4491567611694
15.000000000000	5.7792558670044
18.000000000000	5.2665562629700
21.000000000000	4.8468647003174
24.000000000000	4.4916725158691
27.000000000000	4.1804738044739
30.000000000000	3.8882699012756
33.000000000000	3.5700509548187
36.000000000000	3.1541106700897
#
#"x"	"Potential (Es)_0D_4 (y=2.2)"
#---------------------------------
9.0000000000000	7.4784312248230
12.000000000000	6.4967641830444
15.000000000000	5.8163928985596
18.000000000000	5.2911486625671
21.000000000000	4.8631348609924
24.000000000000	4.4993739128113
27.000000000000	4.1792573928833
30.000000000000	3.8790550231934
33.000000000000	3.5581662654877
36.000000000000	3.1510102748871
#
#"x"	"Potential (Es)_0D_4 (y=2.4)"
#---------------------------------
9.0000000000000	7.5096144676208
12.000000000000	6.5454096794128
15.000000000000	5.8550419807434
18.000000000000	5.3175997734070
21.000000000000	4.8779873847961
24.000000000000	4.5058913230896
27.000000000000	4.1780748367310
30.000000000000	3.8722958564758
33.000000000000	3.5478899478912
36.000000000000	3.1468236446381
#
#"x"	"Potential (Es)_0D_4 (y=2.6)"
