#
#"x"	"Potential (Es)_0D_3 (y=0)"
#-------------------------------
9.0000000000000	6.6301164627075
12.000000000000	5.1180248260498
15.000000000000	4.4092898368835
18.000000000000	3.9688589572906
21.000000000000	3.6575415134430
24.000000000000	3.4173312187195
27.000000000000	3.2141265869141
30.000000000000	3.0236916542053
33.000000000000	2.7993280887604
36.000000000000	2.3708131313324
#
#"x"	"Potential (Es)_0D_3 (y=0.2)"
#---------------------------------
9.0000000000000	6.6327939033508
12.000000000000	5.1241016387939
15.000000000000	4.4082236289978
18.000000000000	3.9695761203766
21.000000000000	3.6563837528229
24.000000000000	3.4161205291748
27.000000000000	3.2113451957703
30.000000000000	3.0226836204529
33.000000000000	2.7960147857666
36.000000000000	2.3697741031647
#
#"x"	"Potential (Es)_0D_3 (y=0.4)"
#---------------------------------
9.0000000000000	6.6452870368958
12.000000000000	5.1298055648804
15.000000000000	4.4115681648254
18.000000000000	3.9693121910095
21.000000000000	3.6541018486023
24.000000000000	3.4106390476227
27.000000000000	3.2061305046082
30.000000000000	3.0135450363159
33.000000000000	2.7892630100250
36.000000000000	2.3658316135406
#
#"x"	"Potential (Es)_0D_3 (y=0.6)"
#---------------------------------
9.0000000000000	6.6564168930054
12.000000000000	5.1420059204102
15.000000000000	4.4147434234619
18.000000000000	3.9662969112396
21.000000000000	3.6498093605042
24.000000000000	3.4037747383118
27.000000000000	3.1963109970093
30.000000000000	3.0030043125153
33.000000000000	2.7766766548157
36.000000000000	2.3599438667297
#
#"x"	"Potential (Es)_0D_3 (y=0.8)"
#---------------------------------
9.0000000000000	6.6721220016479
12.000000000000	5.1518406867981
15.000000000000	4.4198679924011
18.000000000000	3.9671463966370
21.000000000000	3.6447284221649
24.000000000000	3.3946201801300
27.000000000000	3.1848356723785
30.000000000000	2.9884071350098
33.000000000000	2.7582950592041
36.000000000000	2.3525388240814
#
#"x"	"Potential (Es)_0D_3 (y=1)"
#-------------------------------
9.0000000000000	6.6853132247925
12.000000000000	5.1659140586853
15.000000000000	4.4252667427063
18.000000000000	3.9640812873840
21.000000000000	3.6375029087067
24.000000000000	3.3837618827820
27.000000000000	3.1696412563324
30.000000000000	2.9704949855804
33.000000000000	2.7380094528198
36.000000000000	2.3443267345428
#
#"x"	"Potential (Es)_0D_3 (y=1.2)"
#---------------------------------
9.0000000000000	6.6997690200806
12.000000000000	5.1809248924255
15.000000000000	4.4307217597961
18.000000000000	3.9616796970367
21.000000000000	3.6302831172943
24.000000000000	3.3730595111847
27.000000000000	3.1539957523346
30.000000000000	2.9517610073090
33.000000000000	2.7168447971344
36.000000000000	2.3343708515167
#
#"x"	"Potential (Es)_0D_3 (y=1.4)"
#---------------------------------
9.0000000000000	6.7095060348511
12.000000000000	5.1946597099304
15.000000000000	4.4353003501892
18.000000000000	3.9604706764221
21.000000000000	3.6206133365631
24.000000000000	3.3608839511871
27.000000000000	3.1387426853180
30.000000000000	2.9310379028320
33.000000000000	2.6957585811615
36.000000000000	2.3238446712494
#
#"x"	"Potential (Es)_0D_3 (y=1.6)"
#---------------------------------
9.0000000000000	6.7165632247925
12.000000000000	5.2077221870422
15.000000000000	4.4418749809265
18.000000000000	3.9570391178131
21.000000000000	3.6145513057709
24.000000000000	3.3467082977295
27.000000000000	3.1227972507477
30.000000000000	2.9117224216461
33.000000000000	2.6732523441315
36.000000000000	2.3138875961304
#
#"x"	"Potential (Es)_0D_3 (y=1.8)"
#---------------------------------
9.0000000000000	6.7204098701477
12.000000000000	5.2229099273682
15.000000000000	4.4462628364563
18.000000000000	3.9529819488525
21.000000000000	3.6046903133392
24.000000000000	3.3342146873474
27.000000000000	3.1049692630768
30.000000000000	2.8924462795258
33.000000000000	2.6505048274994
36.000000000000	2.3020591735840
#
#"x"	"Potential (Es)_0D_3 (y=2)"
#-------------------------------
9.0000000000000	6.7134861946106
12.000000000000	5.2320227622986
15.000000000000	4.4485325813293
18.000000000000	3.9518394470215
21.000000000000	3.5977826118469
24.000000000000	3.3211853504181
27.000000000000	3.0881249904633
30.000000000000	2.8730125427246
33.000000000000	2.6302225589752
36.000000000000	2.2910883426666
#
#"x"	"Potential (Es)_0D_3 (y=2.2)"
#---------------------------------
9.0000000000000	6.7123746871948
12.000000000000	5.2382626533508
15.000000000000	4.4511351585388
18.000000000000	3.9469113349915
21.000000000000	3.5902073383331
24.000000000000	3.3080592155457
27.000000000000	3.0723724365234
30.000000000000	2.8522088527679
33.000000000000	2.6094191074371
36.000000000000	2.2806301116943
#
#"x"	"Potential (Es)_0D_3 (y=2.4)"
#---------------------------------
9.0000000000000	6.7008500099182
12.000000000000	5.2457919120789
15.000000000000	4.4523239135742
18.000000000000	3.9450089931488
21.000000000000	3.5799028873444
24.000000000000	3.2957763671875
27.000000000000	3.0564627647400
30.000000000000	2.8344941139221
33.000000000000	2.5897636413574
36.000000000000	2.2696754932404
#
