#
#"x"	"Potential (Es)_0D_4 (y=0.2)"
#---------------------------------
9.0000000000000	6.9059839248657
12.000000000000	5.8866195678711
15.000000000000	5.3833060264587
18.000000000000	5.0258917808533
21.000000000000	4.7415747642517
24.000000000000	4.5017161369324
27.000000000000	4.2895474433899
30.000000000000	4.0861053466797
33.000000000000	3.8451201915741
36.000000000000	3.2373883724213
#
#"x"	"Potential (Es)_0D_4 (y=0.4)"
#---------------------------------
9.0000000000000	6.9576339721680
12.000000000000	5.9348759651184
15.000000000000	5.4209442138672
18.000000000000	5.0508990287781
21.000000000000	4.7570409774780
24.000000000000	4.5103678703308
27.000000000000	4.2901115417480
30.000000000000	4.0789980888367
33.000000000000	3.8305430412292
36.000000000000	3.2372133731842
#
#"x"	"Potential (Es)_0D_4 (y=0.6)"
#---------------------------------
9.0000000000000	7.0211982727051
12.000000000000	5.9929265975952
15.000000000000	5.4606966972351
18.000000000000	5.0778231620789
21.000000000000	4.7713508605957
24.000000000000	4.5114679336548
27.000000000000	4.2825036048889
30.000000000000	4.0638928413391
33.000000000000	3.8076195716858
36.000000000000	3.2341327667236
#
#"x"	"Potential (Es)_0D_4 (y=0.8)"
#---------------------------------
9.0000000000000	7.0908231735229
12.000000000000	6.0531001091003
15.000000000000	5.5058064460754
18.000000000000	5.1055951118469
21.000000000000	4.7841835021973
24.000000000000	4.5128293037415
27.000000000000	4.2727160453796
30.000000000000	4.0439524650574
33.000000000000	3.7790369987488
36.000000000000	3.2276988029480
#
#"x"	"Potential (Es)_0D_4 (y=1.2)"
#---------------------------------
9.0000000000000	7.2273607254028
12.000000000000	6.1830558776855
15.000000000000	5.5963363647461
18.000000000000	5.1582117080688
21.000000000000	4.8096389770508
24.000000000000	4.5128784179688
27.000000000000	4.2513613700867
30.000000000000	4.0018739700317
33.000000000000	3.7189812660217
36.000000000000	3.2120172977448
#
#"x"	"Potential (Es)_0D_4 (y=1.4)"
#---------------------------------
9.0000000000000	7.2828931808472
12.000000000000	6.2458076477051
15.000000000000	5.6405525207520
18.000000000000	5.1870326995850
21.000000000000	4.8205227851868
24.000000000000	4.5129170417786
27.000000000000	4.2407755851746
30.000000000000	3.9818644523621
33.000000000000	3.6904857158661
36.000000000000	3.2031466960907
#
#"x"	"Potential (Es)_0D_4 (y=1.6)"
#---------------------------------
9.0000000000000	7.3357882499695
12.000000000000	6.3055963516235
15.000000000000	5.6818237304688
18.000000000000	5.2132477760315
21.000000000000	4.8340258598328
24.000000000000	4.5137267112732
27.000000000000	4.2319140434265
30.000000000000	3.9633526802063
33.000000000000	3.6633877754211
36.000000000000	3.1953268051147
#
#"x"	"Potential (Es)_0D_4 (y=1.8)"
#---------------------------------
9.0000000000000	7.3828177452087
12.000000000000	6.3676791191101
15.000000000000	5.7258410453796
18.000000000000	5.2423791885376
21.000000000000	4.8489108085632
24.000000000000	4.5159983634949
27.000000000000	4.2238502502441
30.000000000000	3.9477953910828
33.000000000000	3.6415827274323
36.000000000000	3.1875214576721
#
#"x"	"Potential (Es)_0D_4 (y=2.2)"
#---------------------------------
9.0000000000000	7.4689183235168
12.000000000000	6.4765539169312
15.000000000000	5.8090062141418
18.000000000000	5.2932362556458
21.000000000000	4.8753547668457
24.000000000000	4.5226364135742
27.000000000000	4.2107911109924
30.000000000000	3.9185605049133
33.000000000000	3.6016108989716
36.000000000000	3.1735630035400
#
#"x"	"Potential (Es)_0D_4 (y=2.4)"
#---------------------------------
9.0000000000000	7.5051727294922
12.000000000000	6.5281982421875
15.000000000000	5.8500027656555
18.000000000000	5.3214931488037
21.000000000000	4.8902668952942
24.000000000000	4.5275263786316
27.000000000000	4.2073645591736
30.000000000000	3.9065778255463
33.000000000000	3.5843718051910
36.000000000000	3.1674134731293
#
#"x"	"Potential (Es)_0D_4 (y=2.6)"
#---------------------------------
9.0000000000000	7.5456585884094
12.000000000000	6.5806341171265
15.000000000000	5.8887567520142
18.000000000000	5.3473749160767
21.000000000000	4.9064822196960
24.000000000000	4.5323481559753
27.000000000000	4.2027034759521
30.000000000000	3.8951170444489
33.000000000000	3.5700974464417
36.000000000000	3.1618025302887
#
#"x"	"Potential (Es)_0D_4 (y=2.8)"
#---------------------------------
9.0000000000000	7.5814275741577
12.000000000000	6.6331686973572
15.000000000000	5.9275293350220
18.000000000000	5.3737454414368
21.000000000000	4.9214935302734
24.000000000000	4.5370593070984
27.000000000000	4.2003383636475
30.000000000000	3.8867895603180
36.000000000000	3.1565532684326
