#
#"x"	"Potential (Es)_0D_2 (y=0.2)"
#---------------------------------
9.0000000000000	6.8732752799988
12.000000000000	5.8315691947937
15.000000000000	5.3293604850769
18.000000000000	4.9813709259033
21.000000000000	4.7042803764343
24.000000000000	4.4700150489807
27.000000000000	4.2647156715393
30.000000000000	4.0648622512817
33.000000000000	3.8267819881439
36.000000000000	3.2231869697571
#
#"x"	"Potential (Es)_0D_2 (y=0.4)"
#---------------------------------
9.0000000000000	6.8882908821106
12.000000000000	5.8264689445496
15.000000000000	5.3160657882690
18.000000000000	4.9597506523132
21.000000000000	4.6821274757385
24.000000000000	4.4468159675598
27.000000000000	4.2382006645203
30.000000000000	4.0353779792786
33.000000000000	3.7962090969086
36.000000000000	3.2080712318420
#
#"x"	"Potential (Es)_0D_2 (y=0.6)"
#---------------------------------
9.0000000000000	6.9189629554749
12.000000000000	5.8262348175049
15.000000000000	5.3032450675964
18.000000000000	4.9412455558777
21.000000000000	4.6564774513245
24.000000000000	4.4176945686340
27.000000000000	4.2050423622131
30.000000000000	4.0003890991211
33.000000000000	3.7555043697357
36.000000000000	3.1900918483734
#
#"x"	"Potential (Es)_0D_2 (y=0.8)"
#---------------------------------
9.0000000000000	6.9517292976379
12.000000000000	5.8331947326660
15.000000000000	5.2929477691650
18.000000000000	4.9216523170471
21.000000000000	4.6316418647766
24.000000000000	4.3874850273132
27.000000000000	4.1695642471313
30.000000000000	3.9594843387604
33.000000000000	3.7090797424316
36.000000000000	3.1695914268494
#
#"x"	"Potential (Es)_0D_2 (y=1.2)"
#---------------------------------
9.0000000000000	7.0065321922302
12.000000000000	5.8480305671692
15.000000000000	5.2781567573547
18.000000000000	4.8863139152527
21.000000000000	4.5796055793762
24.000000000000	4.3239946365356
27.000000000000	4.0952935218811
30.000000000000	3.8744525909424
33.000000000000	3.6128337383270
36.000000000000	3.1237576007843
#
#"x"	"Potential (Es)_0D_2 (y=1.4)"
#---------------------------------
9.0000000000000	7.0265173912048
12.000000000000	5.8546338081360
15.000000000000	5.2657351493835
18.000000000000	4.8661756515503
21.000000000000	4.5541825294495
24.000000000000	4.2922821044922
27.000000000000	4.0591158866882
30.000000000000	3.8326659202576
33.000000000000	3.5667500495911
36.000000000000	3.1007766723633
#
#"x"	"Potential (Es)_0D_2 (y=1.6)"
#---------------------------------
9.0000000000000	7.0355963706970
12.000000000000	5.8566522598267
15.000000000000	5.2562022209167
18.000000000000	4.8464999198914
21.000000000000	4.5274786949158
24.000000000000	4.2617230415344
27.000000000000	4.0241236686707
30.000000000000	3.7925591468811
33.000000000000	3.5229110717773
36.000000000000	3.0776655673981
#
#"x"	"Potential (Es)_0D_2 (y=1.8)"
#---------------------------------
9.0000000000000	7.0401144027710
12.000000000000	5.8598752021790
15.000000000000	5.2444205284119
18.000000000000	4.8267803192139
21.000000000000	4.5039787292480
24.000000000000	4.2335124015808
27.000000000000	3.9898302555084
30.000000000000	3.7548871040344
33.000000000000	3.4831483364105
36.000000000000	3.0553185939789
#
#"x"	"Potential (Es)_0D_2 (y=2.2)"
#---------------------------------
9.0000000000000	7.0302662849426
12.000000000000	5.8508954048157
15.000000000000	5.2198719978333
18.000000000000	4.7893762588501
21.000000000000	4.4559597969055
24.000000000000	4.1753387451172
27.000000000000	3.9257609844208
30.000000000000	3.6833529472351
33.000000000000	3.4071440696716
36.000000000000	3.0118634700775
#
#"x"	"Potential (Es)_0D_2 (y=2.4)"
#---------------------------------
9.0000000000000	7.0148358345032
12.000000000000	5.8400602340698
15.000000000000	5.2025427818298
18.000000000000	4.7694869041443
21.000000000000	4.4310874938965
24.000000000000	4.1483011245728
27.000000000000	3.8946092128754
30.000000000000	3.6495387554169
33.000000000000	3.3729739189148
36.000000000000	2.9919271469116
#
#"x"	"Potential (Es)_0D_2 (y=2.6)"
#---------------------------------
9.0000000000000	6.9956374168396
12.000000000000	5.8316993713379
15.000000000000	5.1893773078918
18.000000000000	4.7488141059875
21.000000000000	4.4078731536865
24.000000000000	4.1214900016785
27.000000000000	3.8659727573395
30.000000000000	3.6179919242859
33.000000000000	3.3397824764252
36.000000000000	2.9718809127808
#
#"x"	"Potential (Es)_0D_2 (y=2.8)"
#---------------------------------
9.0000000000000	6.9727945327759
12.000000000000	5.8193554878235
15.000000000000	5.1712698936462
18.000000000000	4.7289619445801
21.000000000000	4.3841876983643
24.000000000000	4.0961971282959
27.000000000000	3.8375992774963
30.000000000000	3.5867960453033
36.000000000000	2.9514524936676
