#
#"x"	"Potential (Es)_0D (y=0.2)"
#-------------------------------
9.0000000000000	14.811110496521
12.000000000000	10.763231277466
15.000000000000	9.0530910491943
18.000000000000	8.0640325546265
21.000000000000	7.4050626754761
24.000000000000	6.9217462539673
27.000000000000	6.5351285934448
30.000000000000	6.1799392700195
33.000000000000	5.7450985908508
36.000000000000	4.4832930564880
#
#"x"	"Potential (Es)_0D (y=0.4)"
#-------------------------------
9.0000000000000	14.911161422729
12.000000000000	10.814419746399
15.000000000000	9.0700912475586
18.000000000000	8.0570554733276
21.000000000000	7.3852310180664
24.000000000000	6.8930311203003
27.000000000000	6.4965138435364
30.000000000000	6.1339459419250
33.000000000000	5.6900773048401
36.000000000000	4.4654664993286
#
#"x"	"Potential (Es)_0D (y=0.6)"
#-------------------------------
9.0000000000000	15.053712844849
12.000000000000	10.883050918579
15.000000000000	9.0898418426514
18.000000000000	8.0491619110107
21.000000000000	7.3548812866211
24.000000000000	6.8477830886841
27.000000000000	6.4393539428711
30.000000000000	6.0676169395447
33.000000000000	5.6134629249573
36.000000000000	4.4410538673401
#
#"x"	"Potential (Es)_0D (y=0.8)"
#-------------------------------
9.0000000000000	15.201950073242
12.000000000000	10.960030555725
15.000000000000	9.1127080917358
18.000000000000	8.0377283096313
21.000000000000	7.3213567733765
24.000000000000	6.7967767715454
27.000000000000	6.3745179176331
30.000000000000	5.9885783195496
33.000000000000	5.5225491523743
36.000000000000	4.4097285270691
#
#"x"	"Potential (Es)_0D (y=1.2)"
#-------------------------------
9.0000000000000	15.464124679565
12.000000000000	11.118608474731
15.000000000000	9.1586923599243
18.000000000000	8.0116958618164
21.000000000000	7.2480840682983
24.000000000000	6.6866154670715
27.000000000000	6.2362322807312
30.000000000000	5.8239130973816
33.000000000000	5.3331298828125
36.000000000000	4.3369832038879
#
#"x"	"Potential (Es)_0D (y=1.4)"
#-------------------------------
9.0000000000000	15.555710792542
12.000000000000	11.187288284302
15.000000000000	9.1780309677124
18.000000000000	7.9983949661255
21.000000000000	7.2104864120483
24.000000000000	6.6331863403320
27.000000000000	6.1674695014954
30.000000000000	5.7445645332336
33.000000000000	5.2438869476318
36.000000000000	4.2990460395813
#
#"x"	"Potential (Es)_0D (y=1.6)"
#-------------------------------
9.0000000000000	15.624816894531
12.000000000000	11.248169898987
15.000000000000	9.1933002471924
18.000000000000	7.9850120544434
21.000000000000	7.1755623817444
24.000000000000	6.5813527107239
27.000000000000	6.1041569709778
30.000000000000	5.6668863296509
33.000000000000	5.1586337089539
36.000000000000	4.2625164985657
#
#"x"	"Potential (Es)_0D (y=1.8)"
#-------------------------------
9.0000000000000	15.668031692505
12.000000000000	11.301138877869
15.000000000000	9.2062835693359
18.000000000000	7.9700098037720
21.000000000000	7.1411600112915
24.000000000000	6.5317687988281
27.000000000000	6.0411734580994
30.000000000000	5.5961794853210
33.000000000000	5.0801625251770
36.000000000000	4.2258348464966
#
#"x"	"Potential (Es)_0D (y=2.2)"
#-------------------------------
9.0000000000000	15.685144424438
12.000000000000	11.371736526489
15.000000000000	9.2222433090210
18.000000000000	7.9394831657410
21.000000000000	7.0766425132751
24.000000000000	6.4410638809204
27.000000000000	5.9278330802917
30.000000000000	5.4648060798645
33.000000000000	4.9385619163513
36.000000000000	4.1566801071167
#
#"x"	"Potential (Es)_0D (y=2.4)"
#-------------------------------
9.0000000000000	15.664586067200
12.000000000000	11.393232345581
15.000000000000	9.2270755767822
18.000000000000	7.9229993820190
21.000000000000	7.0448074340820
24.000000000000	6.3978810310364
27.000000000000	5.8758969306946
30.000000000000	5.4029235839844
33.000000000000	4.8755745887756
36.000000000000	4.1250519752502
#
#"x"	"Potential (Es)_0D (y=2.6)"
#-------------------------------
9.0000000000000	15.629623413086
12.000000000000	11.410133361816
15.000000000000	9.2263822555542
18.000000000000	7.9064173698425
21.000000000000	7.0153360366821
24.000000000000	6.3570704460144
27.000000000000	5.8264999389648
30.000000000000	5.3461146354675
33.000000000000	4.8175387382507
36.000000000000	4.0930013656616
#
#"x"	"Potential (Es)_0D (y=2.8)"
#-------------------------------
9.0000000000000	15.578055381775
12.000000000000	11.418057441711
15.000000000000	9.2215585708618
18.000000000000	7.8898267745972
21.000000000000	6.9866309165955
24.000000000000	6.3182959556580
27.000000000000	5.7810196876526
30.000000000000	5.2928500175476
36.000000000000	4.0625295639038
