#
#"x"	"Potential (Es)_0D_2 (y=9)"
#-------------------------------
0.0000000000000	6.7198357582092
0.20000000000000	6.7193946838379
0.40000000000000	6.7184247970581
0.60000000000000	6.7209510803223
0.80000000000000	6.7154698371887
1.0000000000000	6.7154188156128
1.2000000000000	6.7140278816223
1.4000000000000	6.7082905769348
1.6000000000000	6.7005438804626
1.8000000000000	6.6903586387634
2.0000000000000	6.6786608695984
2.2000000000000	6.6657338142395
2.4000000000000	6.6509556770325
2.6000000000000	6.6302251815796
2.8000000000000	6.6091313362122
3.0000000000000	6.5856480598450
#
#"x"	"Potential (Es)_0D_2 (y=12)"
#--------------------------------
0.0000000000000	5.2201776504517
0.20000000000000	5.2201256752014
0.40000000000000	5.2249979972839
0.60000000000000	5.2249617576599
0.80000000000000	5.2294955253601
1.0000000000000	5.2335162162781
1.2000000000000	5.2379193305969
1.4000000000000	5.2430343627930
1.6000000000000	5.2469539642334
1.8000000000000	5.2493739128113
2.0000000000000	5.2510752677917
2.2000000000000	5.2513852119446
2.4000000000000	5.2538123130798
2.6000000000000	5.2530403137207
2.8000000000000	5.2502169609070
3.0000000000000	5.2458739280701
#
#"x"	"Potential (Es)_0D_2 (y=15)"
#--------------------------------
0.0000000000000	4.4434986114502
0.20000000000000	4.4435448646545
0.40000000000000	4.4452471733093
0.60000000000000	4.4451661109924
0.80000000000000	4.4483456611633
1.0000000000000	4.4491510391235
1.2000000000000	4.4482026100159
1.4000000000000	4.4512186050415
1.6000000000000	4.4517483711243
1.8000000000000	4.4525523185730
2.0000000000000	4.4535284042358
2.2000000000000	4.4530763626099
2.4000000000000	4.4522843360901
2.6000000000000	4.4514536857605
2.8000000000000	4.4501228332520
3.0000000000000	4.4472980499268
#
#"x"	"Potential (Es)_0D_2 (y=18)"
#--------------------------------
0.0000000000000	3.9544749259949
0.20000000000000	3.9535255432129
0.40000000000000	3.9527986049652
0.60000000000000	3.9533002376556
0.80000000000000	3.9524159431458
1.0000000000000	3.9500558376312
1.2000000000000	3.9481770992279
1.4000000000000	3.9465947151184
1.6000000000000	3.9429440498352
1.8000000000000	3.9418294429779
2.0000000000000	3.9375100135803
2.2000000000000	3.9349539279938
2.4000000000000	3.9318318367004
2.6000000000000	3.9269382953644
2.8000000000000	3.9219067096710
3.0000000000000	3.9176309108734
#
#"x"	"Potential (Es)_0D_2 (y=21)"
#--------------------------------
0.0000000000000	3.6059925556183
0.20000000000000	3.6059429645538
0.40000000000000	3.6046197414398
0.60000000000000	3.6020169258118
0.80000000000000	3.5962784290314
1.0000000000000	3.5959048271179
1.2000000000000	3.5901541709900
1.4000000000000	3.5845999717712
1.6000000000000	3.5787806510925
1.8000000000000	3.5728359222412
2.0000000000000	3.5675137042999
